Theta[deg],Phi[deg],re(rEPhi)[mV],im(rEPhi)[mV],re(rETheta)[mV],im(rETheta)[mV]
-89,37,-74.2013,150.01,-2606.85,3761.25
-88,37,-148.092,300.191,-2604.46,3767.35
-87,37,-221.695,450.551,-2603.25,3775.57
-86,37,-295.035,601.095,-2603.22,3785.92
-85,37,-368.134,751.828,-2604.36,3798.38
-84,37,-441.016,902.755,-2606.66,3812.96
-83,37,-513.703,1053.88,-2610.11,3829.64
-82,37,-586.217,1205.21,-2614.7,3848.41
-81,37,-658.579,1356.74,-2620.41,3869.27
-80,37,-730.81,1508.48,-2627.25,3892.19
-79,37,-802.929,1660.42,-2635.18,3917.17
-78,37,-874.955,1812.57,-2644.2,3944.17
-77,37,-946.905,1964.91,-2654.29,3973.19
-76,37,-1018.8,2117.46,-2665.44,4004.2
-75,37,-1090.64,2270.19,-2677.62,4037.17
-74,37,-1162.45,2423.11,-2690.83,4072.09
-73,37,-1234.25,2576.2,-2705.04,4108.91
-72,37,-1306.03,2729.44,-2720.24,4147.61
-71,37,-1377.82,2882.84,-2736.4,4188.16
-70,37,-1449.61,3036.36,-2753.51,4230.52
-69,37,-1521.41,3189.99,-2771.54,4274.66
-68,37,-1593.22,3343.71,-2790.47,4320.54
-67,37,-1665.05,3497.49,-2810.28,4368.12
-66,37,-1736.9,3651.3,-2830.94,4417.36
-65,37,-1808.76,3805.12,-2852.42,4468.22
-64,37,-1880.62,3958.91,-2874.71,4520.64
-63,37,-1952.48,4112.65,-2897.77,4574.58
-62,37,-2024.33,4266.27,-2921.58,4630
-61,37,-2096.16,4419.76,-2946.1,4686.83
-60,37,-2167.95,4573.06,-2971.31,4745.03
-59,37,-2239.7,4726.13,-2997.18,4804.54
-58,37,-2311.37,4878.91,-3023.67,4865.31
-57,37,-2382.95,5031.35,-3050.75,4927.27
-56,37,-2454.42,5183.4,-3078.38,4990.36
-55,37,-2525.76,5334.99,-3106.53,5054.51
-54,37,-2596.93,5486.07,-3135.16,5119.67
-53,37,-2667.91,5636.58,-3164.24,5185.77
-52,37,-2738.67,5786.43,-3193.73,5252.72
-51,37,-2809.17,5935.57,-3223.58,5320.47
-50,37,-2879.38,6083.92,-3253.75,5388.93
-49,37,-2949.27,6231.41,-3284.21,5458.04
-48,37,-3018.8,6377.95,-3314.91,5527.7
-47,37,-3087.92,6523.48,-3345.81,5597.85
-46,37,-3156.59,6667.9,-3376.85,5668.4
-45,37,-3224.79,6811.14,-3408,5739.26
-44,37,-3292.45,6953.11,-3439.22,5810.35
-43,37,-3359.53,7093.72,-3470.44,5881.59
-42,37,-3426,7232.88,-3501.62,5952.88
-41,37,-3491.8,7370.5,-3532.73,6024.12
-40,37,-3556.88,7506.5,-3563.69,6095.24
-39,37,-3621.2,7640.77,-3594.48,6166.14
-38,37,-3684.7,7773.23,-3625.02,6236.72
-37,37,-3747.34,7903.79,-3655.29,6306.88
-36,37,-3809.07,8032.33,-3685.22,6376.54
-35,37,-3869.83,8158.78,-3714.76,6445.58
-34,37,-3929.58,8283.03,-3743.87,6513.93
-33,37,-3988.27,8405,-3772.49,6581.47
-32,37,-4045.84,8524.57,-3800.57,6648.12
-31,37,-4102.25,8641.66,-3828.06,6713.76
-30,37,-4157.45,8756.18,-3854.92,6778.32
-29,37,-4211.38,8868.02,-3881.09,6841.68
-28,37,-4264,8977.1,-3906.52,6903.76
-27,37,-4315.27,9083.32,-3931.17,6964.46
-26,37,-4365.13,9186.59,-3955,7023.68
-25,37,-4413.54,9286.82,-3977.95,7081.34
-24,37,-4460.45,9383.92,-3999.98,7137.34
-23,37,-4505.82,9477.8,-4021.05,7191.59
-22,37,-4549.61,9568.37,-4041.11,7244.01
-21,37,-4591.78,9655.57,-4060.14,7294.51
-20,37,-4632.29,9739.29,-4078.08,7343.02
-19,37,-4671.09,9819.47,-4094.9,7389.44
-18,37,-4708.15,9896.02,-4110.57,7433.72
-17,37,-4743.45,9968.88,-4125.05,7475.76
-16,37,-4776.93,10038,-4138.31,7515.5
-15,37,-4808.57,10103.2,-4150.33,7552.89
-14,37,-4838.35,10164.6,-4161.07,7587.84
-13,37,-4866.22,10222,-4170.51,7620.31
-12,37,-4892.17,10275.4,-4178.64,7650.24
-11,37,-4916.17,10324.7,-4185.42,7677.58
-10,37,-4938.2,10369.8,-4190.84,7702.28
-9,37,-4958.23,10410.9,-4194.89,7724.29
-8,37,-4976.24,10447.7,-4197.55,7743.59
-7,37,-4992.23,10480.2,-4198.81,7760.13
-6,37,-5006.16,10508.5,-4198.67,7773.89
-5,37,-5018.04,10532.4,-4197.11,7784.85
-4,37,-5027.84,10552.1,-4194.14,7792.97
-3,37,-5035.56,10567.3,-4189.75,7798.25
-2,37,-5041.19,10578.2,-4183.95,7800.68
-1,37,-5044.73,10584.7,-4176.74,7800.25
0,37,-5046.17,10586.8,-4168.12,7796.96
1,37,-5045.51,10584.5,-4158.11,7790.81
2,37,-5042.75,10577.9,-4146.71,7781.82
3,37,-5037.9,10566.8,-4133.93,7769.99
4,37,-5030.95,10551.4,-4119.81,7755.34
5,37,-5021.93,10531.7,-4104.34,7737.89
6,37,-5010.82,10507.6,-4087.55,7717.67
7,37,-4997.66,10479.2,-4069.46,7694.72
8,37,-4982.44,10446.5,-4050.09,7669.07
9,37,-4965.19,10409.7,-4029.47,7640.75
10,37,-4945.92,10368.6,-4007.63,7609.81
11,37,-4924.65,10323.4,-3984.59,7576.3
12,37,-4901.4,10274.1,-3960.38,7540.27
13,37,-4876.2,10220.7,-3935.03,7501.78
14,37,-4849.07,10163.4,-3908.59,7460.88
15,37,-4820.04,10102.1,-3881.07,7417.64
16,37,-4789.13,10037,-3852.52,7372.13
17,37,-4756.39,9968.08,-3822.97,7324.41
18,37,-4721.83,9895.45,-3792.46,7274.55
19,37,-4685.5,9819.18,-3761.03,7222.64
20,37,-4647.43,9739.34,-3728.72,7168.75
21,37,-4607.66,9656.01,-3695.56,7112.96
22,37,-4566.23,9569.27,-3661.61,7055.36
23,37,-4523.18,9479.22,-3626.9,6996.02
24,37,-4478.54,9385.93,-3591.47,6935.04
25,37,-4432.37,9289.5,-3555.38,6872.51
26,37,-4384.7,9190.01,-3518.65,6808.51
27,37,-4335.59,9087.56,-3481.34,6743.14
28,37,-4285.08,8982.23,-3443.49,6676.49
29,37,-4233.21,8874.13,-3405.15,6608.67
30,37,-4180.04,8763.33,-3366.36,6539.75
31,37,-4125.61,8649.95,-3327.17,6469.84
32,37,-4069.97,8534.06,-3287.62,6399.04
33,37,-4013.17,8415.77,-3247.76,6327.45
34,37,-3955.26,8295.17,-3207.64,6255.15
35,37,-3896.28,8172.35,-3167.3,6182.25
36,37,-3836.3,8047.4,-3126.79,6108.84
37,37,-3775.36,7920.42,-3086.15,6035.03
38,37,-3713.5,7791.49,-3045.43,5960.9
39,37,-3650.78,7660.72,-3004.68,5886.56
40,37,-3587.24,7528.17,-2963.94,5812.09
41,37,-3522.93,7393.95,-2923.26,5737.6
42,37,-3457.89,7258.13,-2882.68,5663.17
43,37,-3392.18,7120.8,-2842.25,5588.89
44,37,-3325.83,6982.04,-2802.01,5514.86
45,37,-3258.89,6841.93,-2762,5441.15
46,37,-3191.41,6700.54,-2722.27,5367.87
47,37,-3123.41,6557.97,-2682.86,5295.09
48,37,-3054.94,6414.26,-2643.81,5222.9
49,37,-2986.04,6269.51,-2605.17,5151.37
50,37,-2916.74,6123.76,-2566.98,5080.59
51,37,-2847.08,5977.1,-2529.27,5010.64
52,37,-2777.08,5829.59,-2492.08,4941.58
53,37,-2706.78,5681.28,-2455.46,4873.48
54,37,-2636.21,5532.24,-2419.44,4806.43
55,37,-2565.39,5382.53,-2384.06,4740.48
56,37,-2494.35,5232.19,-2349.36,4675.71
57,37,-2423.1,5081.27,-2315.36,4612.17
58,37,-2351.68,4929.84,-2282.11,4549.92
59,37,-2280.09,4777.93,-2249.64,4489.02
60,37,-2208.36,4625.59,-2217.98,4429.52
61,37,-2136.5,4472.87,-2187.16,4371.49
62,37,-2064.51,4319.79,-2157.22,4314.96
63,37,-1992.42,4166.41,-2128.18,4259.99
64,37,-1920.23,4012.76,-2100.07,4206.62
65,37,-1847.95,3858.87,-2072.92,4154.9
66,37,-1775.57,3704.77,-2046.75,4104.85
67,37,-1703.12,3550.49,-2021.6,4056.53
68,37,-1630.57,3396.06,-1997.49,4009.96
69,37,-1557.95,3241.52,-1974.43,3965.19
70,37,-1485.24,3086.87,-1952.46,3922.23
71,37,-1412.44,2932.15,-1931.6,3881.13
72,37,-1339.55,2777.38,-1911.86,3841.9
73,37,-1266.56,2622.57,-1893.27,3804.57
74,37,-1193.46,2467.75,-1875.85,3769.16
75,37,-1120.25,2312.94,-1859.61,3735.7
76,37,-1046.92,2158.14,-1844.57,3704.2
77,37,-973.449,2003.38,-1830.76,3674.67
78,37,-899.834,1848.67,-1818.17,3647.15
79,37,-826.061,1694.03,-1806.84,3621.62
80,37,-752.116,1539.45,-1796.77,3598.12
81,37,-677.987,1384.96,-1787.98,3576.65
82,37,-603.658,1230.57,-1780.48,3557.21
83,37,-529.116,1076.29,-1774.29,3539.82
84,37,-454.343,922.116,-1769.4,3524.48
85,37,-379.326,768.071,-1765.84,3511.19
86,37,-304.047,614.16,-1763.62,3499.96
87,37,-228.492,460.389,-1762.73,3490.79
88,37,-152.643,306.767,-1763.2,3483.67
89,37,-76.4842,153.302,-1765.02,3478.62
90,37,-1.87628e-13,-4.44592e-13,-1768.21,3475.62
-90,38,-2.81595e-13,-1.74974e-13,-2660.93,3850.62
-89,38,-73.2833,148.267,-2657.25,3854.67
-88,38,-146.259,296.703,-2654.78,3860.89
-87,38,-218.951,445.313,-2653.53,3869.27
-86,38,-291.381,594.104,-2653.47,3879.82
-85,38,-363.572,743.079,-2654.61,3892.53
-84,38,-435.547,892.243,-2656.94,3907.4
-83,38,-507.328,1041.6,-2660.43,3924.41
-82,38,-578.936,1191.15,-2665.09,3943.56
-81,38,-650.392,1340.9,-2670.9,3964.83
-80,38,-721.716,1490.85,-2677.84,3988.22
-79,38,-792.927,1640.99,-2685.91,4013.69
-78,38,-864.043,1791.33,-2695.09,4041.24
-77,38,-935.08,1941.86,-2705.36,4070.84
-76,38,-1006.06,2092.58,-2716.7,4102.47
-75,38,-1076.98,2243.48,-2729.11,4136.11
-74,38,-1147.87,2394.55,-2742.56,4171.73
-73,38,-1218.74,2545.79,-2757.03,4209.3
-72,38,-1289.6,2697.17,-2772.51,4248.79
-71,38,-1360.45,2848.69,-2788.98,4290.17
-70,38,-1431.29,3000.33,-2806.4,4333.4
-69,38,-1502.15,3152.07,-2824.77,4378.45
-68,38,-1573.01,3303.88,-2844.06,4425.27
-67,38,-1643.89,3455.75,-2864.25,4473.84
-66,38,-1714.77,3607.64,-2885.3,4524.1
-65,38,-1785.65,3759.54,-2907.2,4576.01
-64,38,-1856.54,3911.39,-2929.92,4629.52
-63,38,-1927.41,4063.18,-2953.43,4684.59
-62,38,-1998.27,4214.86,-2977.7,4741.17
-61,38,-2069.11,4366.39,-3002.71,4799.2
-60,38,-2139.9,4517.72,-3028.41,4858.63
-59,38,-2210.63,4668.82,-3054.79,4919.41
-58,38,-2281.28,4819.63,-3081.8,4981.46
-57,38,-2351.85,4970.1,-3109.42,5044.74
-56,38,-2422.29,5120.17,-3137.61,5109.18
-55,38,-2492.59,5269.79,-3166.33,5174.72
-54,38,-2562.72,5418.89,-3195.54,5241.28
-53,38,-2632.66,5567.42,-3225.21,5308.8
-52,38,-2702.37,5715.29,-3255.29,5377.21
-51,38,-2771.82,5862.46,-3285.76,5446.42
-50,38,-2840.97,6008.84,-3316.56,5516.38
-49,38,-2909.81,6154.37,-3347.65,5586.99
-48,38,-2978.27,6298.95,-3378.99,5658.19
-47,38,-3046.33,6442.53,-3410.53,5729.88
-46,38,-3113.95,6585.01,-3442.23,5801.98
-45,38,-3181.09,6726.32,-3474.04,5874.4
-44,38,-3247.69,6866.37,-3505.92,5947.07
-43,38,-3313.73,7005.07,-3537.81,6019.89
-42,38,-3379.14,7142.34,-3569.67,6092.76
-41,38,-3443.9,7278.09,-3601.45,6165.6
-40,38,-3507.94,7412.23,-3633.1,6238.31
-39,38,-3571.23,7544.66,-3664.56,6310.79
-38,38,-3633.71,7675.31,-3695.79,6382.95
-37,38,-3695.34,7804.06,-3726.73,6454.7
-36,38,-3756.07,7930.83,-3757.34,6525.93
-35,38,-3815.84,8055.53,-3787.56,6596.54
-34,38,-3874.62,8178.06,-3817.33,6666.43
-33,38,-3932.34,8298.33,-3846.62,6735.51
-32,38,-3988.97,8416.23,-3875.36,6803.68
-31,38,-4044.45,8531.69,-3903.51,6870.83
-30,38,-4098.74,8644.6,-3931.01,6936.86
-29,38,-4151.78,8754.88,-3957.82,7001.68
-28,38,-4203.53,8862.42,-3983.88,7065.19
-27,38,-4253.94,8967.14,-4009.15,7127.29
-26,38,-4302.97,9068.95,-4033.58,7187.89
-25,38,-4350.58,9167.76,-4057.12,7246.89
-24,38,-4396.71,9263.48,-4079.73,7304.19
-23,38,-4441.32,9356.03,-4101.37,7359.71
-22,38,-4484.39,9445.32,-4121.98,7413.37
-21,38,-4525.85,9531.26,-4141.54,7465.06
-20,38,-4565.68,9613.79,-4159.99,7514.72
-19,38,-4603.84,9692.82,-4177.31,7562.25
-18,38,-4640.29,9768.28,-4193.46,7607.58
-17,38,-4674.99,9840.09,-4208.4,7650.63
-16,38,-4707.92,9908.19,-4222.1,7691.34
-15,38,-4739.03,9972.51,-4234.53,7729.64
-14,38,-4768.31,10033,-4245.66,7765.46
-13,38,-4795.73,10089.5,-4255.48,7798.73
-12,38,-4821.25,10142.2,-4263.95,7829.41
-11,38,-4844.85,10190.7,-4271.05,7857.45
-10,38,-4866.51,10235.3,-4276.77,7882.78
-9,38,-4886.2,10275.7,-4281.09,7905.38
-8,38,-4903.92,10312,-4284,7925.2
-7,38,-4919.64,10344,-4285.48,7942.21
-6,38,-4933.34,10371.9,-4285.53,7956.37
-5,38,-4945.02,10395.5,-4284.14,7967.66
-4,38,-4954.66,10414.9,-4281.3,7976.06
-3,38,-4962.25,10429.9,-4277.02,7981.56
-2,38,-4967.78,10440.6,-4271.3,7984.14
-1,38,-4971.25,10447,-4264.14,7983.8
0,38,-4972.66,10449.1,-4255.55,7980.54
1,38,-4972,10446.9,-4245.54,7974.36
2,38,-4969.27,10440.3,-4234.1,7965.26
3,38,-4964.49,10429.5,-4221.27,7953.27
4,38,-4957.64,10414.3,-4207.06,7938.39
5,38,-4948.74,10394.8,-4191.47,7920.66
6,38,-4937.8,10371.1,-4174.54,7900.1
7,38,-4924.82,10343.1,-4156.28,7876.74
8,38,-4909.82,10310.9,-4136.71,7850.61
9,38,-4892.82,10274.6,-4115.87,7821.77
10,38,-4873.84,10234.1,-4093.77,7790.24
11,38,-4852.88,10189.6,-4070.46,7756.09
12,38,-4829.97,10141,-4045.95,7719.36
13,38,-4805.14,10088.4,-4020.27,7680.11
14,38,-4778.41,10031.9,-3993.47,7638.41
15,38,-4749.8,9971.52,-3965.58,7594.31
16,38,-4719.35,9907.34,-3936.63,7547.88
17,38,-4687.08,9839.43,-3906.67,7499.2
18,38,-4653.03,9767.85,-3875.72,7448.34
19,38,-4617.23,9692.68,-3843.83,7395.37
20,38,-4579.71,9613.98,-3811.04,7340.38
21,38,-4540.52,9531.85,-3777.38,7283.45
22,38,-4499.69,9446.36,-3742.91,7224.66
23,38,-4457.26,9357.6,-3707.67,7164.1
24,38,-4413.27,9265.64,-3671.7,7101.86
25,38,-4367.77,9170.58,-3635.03,7038.03
26,38,-4320.79,9072.51,-3597.73,6972.71
27,38,-4272.39,8971.51,-3559.83,6905.98
28,38,-4222.61,8867.67,-3521.38,6837.95
29,38,-4171.49,8761.09,-3482.43,6768.71
30,38,-4119.08,8651.85,-3443.01,6698.36
31,38,-4065.44,8540.06,-3403.19,6627
32,38,-4010.6,8425.79,-3363,6554.72
33,38,-3954.62,8309.15,-3322.49,6481.63
34,38,-3897.55,8190.23,-3281.72,6407.82
35,38,-3839.43,8069.11,-3240.72,6333.4
36,38,-3780.31,7945.89,-3199.54,6258.46
37,38,-3720.24,7820.66,-3158.24,6183.1
38,38,-3659.28,7693.51,-3116.85,6107.43
39,38,-3597.46,7564.53,-3075.43,6031.53
40,38,-3534.83,7433.79,-3034.02,5955.51
41,38,-3471.45,7301.4,-2992.67,5879.46
42,38,-3407.35,7167.42,-2951.42,5803.48
43,38,-3342.59,7031.95,-2910.32,5727.66
44,38,-3277.2,6895.06,-2869.41,5652.09
45,38,-3211.23,6756.84,-2828.74,5576.85
46,38,-3144.71,6617.35,-2788.36,5502.05
47,38,-3077.7,6476.68,-2748.3,5427.76
48,38,-3010.22,6334.89,-2708.6,5354.08
49,38,-2942.31,6192.05,-2669.32,5281.08
50,38,-2874.01,6048.23,-2630.49,5208.84
51,38,-2805.36,5903.51,-2592.16,5137.44
52,38,-2736.37,5757.93,-2554.36,5066.96
53,38,-2667.09,5611.56,-2517.13,4997.47
54,38,-2597.54,5464.46,-2480.51,4929.05
55,38,-2527.75,5316.69,-2444.54,4861.75
56,38,-2457.73,5168.29,-2409.26,4795.66
57,38,-2387.52,5019.32,-2374.7,4730.82
58,38,-2317.14,4869.83,-2340.9,4667.31
59,38,-2246.59,4719.87,-2307.88,4605.18
60,38,-2175.9,4569.47,-2275.7,4544.49
61,38,-2105.08,4418.68,-2244.36,4485.28
62,38,-2034.14,4267.55,-2213.92,4427.62
63,38,-1963.1,4116.1,-2184.39,4371.55
64,38,-1891.96,3964.37,-2155.81,4317.11
65,38,-1820.73,3812.4,-2128.2,4264.36
66,38,-1749.42,3660.22,-2101.6,4213.32
67,38,-1678.02,3507.86,-2076.03,4164.04
68,38,-1606.54,3355.35,-2051.51,4116.55
69,38,-1534.98,3202.7,-2028.07,4070.89
70,38,-1463.33,3049.96,-2005.73,4027.09
71,38,-1391.6,2897.13,-1984.52,3985.17
72,38,-1319.78,2744.25,-1964.45,3945.17
73,38,-1247.86,2591.33,-1945.56,3907.11
74,38,-1175.84,2438.39,-1927.84,3871.01
75,38,-1103.71,2285.45,-1911.34,3836.89
76,38,-1031.45,2132.52,-1896.06,3804.77
77,38,-959.069,1979.62,-1882.02,3774.67
78,38,-886.54,1826.77,-1869.23,3746.61
79,38,-813.857,1673.97,-1857.72,3720.59
80,38,-741.005,1521.24,-1847.5,3696.62
81,38,-667.971,1368.59,-1838.58,3674.73
82,38,-594.741,1216.03,-1830.97,3654.91
83,38,-521.3,1063.58,-1824.69,3637.17
84,38,-447.633,911.237,-1819.74,3621.52
85,38,-373.725,759.014,-1816.15,3607.97
86,38,-299.559,606.921,-1813.91,3596.51
87,38,-225.12,454.964,-1813.05,3587.14
88,38,-150.391,303.154,-1813.55,3579.88
89,38,-75.3562,151.496,-1815.45,3574.71
90,38,-4.62043e-13,3.11678e-13,-1818.73,3571.64
-90,39,-1.02692e-13,3.12298e-13,-2710.79,3943.32
-89,39,-72.3445,146.474,-2707.01,3947.45
-88,39,-144.385,293.114,-2704.48,3953.78
-87,39,-216.144,439.925,-2703.18,3962.33
-86,39,-287.644,586.913,-2703.1,3973.08
-85,39,-358.907,734.08,-2704.24,3986.03
-84,39,-429.955,881.43,-2706.59,4001.18
-83,39,-500.81,1028.97,-2710.13,4018.51
-82,39,-571.492,1176.69,-2714.86,4038.03
-81,39,-642.021,1324.61,-2720.76,4059.7
-80,39,-712.417,1472.72,-2727.81,4083.53
-79,39,-782.699,1621.01,-2736.01,4109.49
-78,39,-852.884,1769.49,-2745.35,4137.57
-77,39,-922.989,1918.16,-2755.79,4167.74
-76,39,-993.028,2067,-2767.34,4199.99
-75,39,-1063.02,2216.02,-2779.96,4234.28
-74,39,-1132.96,2365.2,-2793.65,4270.58
-73,39,-1202.89,2514.53,-2808.38,4308.88
-72,39,-1272.79,2664,-2824.14,4349.14
-71,39,-1342.68,2813.6,-2840.9,4391.33
-70,39,-1412.57,2963.31,-2858.65,4435.41
-69,39,-1482.45,3113.1,-2877.35,4481.34
-68,39,-1552.34,3262.97,-2897,4529.09
-67,39,-1622.24,3412.88,-2917.55,4578.61
-66,39,-1692.13,3562.81,-2939,4629.87
-65,39,-1762.02,3712.72,-2961.31,4682.82
-64,39,-1831.91,3862.6,-2984.45,4737.4
-63,39,-1901.78,4012.39,-3008.41,4793.58
-62,39,-1971.63,4162.07,-3033.14,4851.29
-61,39,-2041.44,4311.6,-3058.61,4910.5
-60,39,-2111.21,4460.93,-3084.81,4971.13
-59,39,-2180.91,4610.01,-3111.69,5033.14
-58,39,-2250.52,4758.8,-3139.22,5096.46
-57,39,-2320.04,4907.25,-3167.37,5161.04
-56,39,-2389.43,5055.3,-3196.1,5226.8
-55,39,-2458.67,5202.9,-3225.38,5293.68
-54,39,-2527.74,5349.98,-3255.16,5361.62
-53,39,-2596.61,5496.48,-3285.42,5430.54
-52,39,-2665.25,5642.34,-3316.09,5500.37
-51,39,-2733.63,5787.49,-3347.16,5571.03
-50,39,-2801.71,5931.86,-3378.57,5642.44
-49,39,-2869.46,6075.37,-3410.28,5714.54
-48,39,-2936.85,6217.96,-3442.25,5787.23
-47,39,-3003.83,6359.55,-3474.43,5860.43
-46,39,-3070.37,6500.05,-3506.77,5934.05
-45,39,-3136.42,6639.38,-3539.23,6008.02
-44,39,-3201.95,6777.47,-3571.76,6082.23
-43,39,-3266.91,6914.23,-3604.32,6156.59
-42,39,-3331.26,7049.57,-3636.84,6231.02
-41,39,-3394.95,7183.4,-3669.28,6305.42
-40,39,-3457.94,7315.64,-3701.59,6379.69
-39,39,-3520.18,7446.2,-3733.72,6453.74
-38,39,-3581.62,7574.98,-3765.62,6527.46
-37,39,-3642.22,7701.9,-3797.22,6600.75
-36,39,-3701.93,7826.86,-3828.49,6673.52
-35,39,-3760.69,7949.78,-3859.37,6745.67
-34,39,-3818.48,8070.55,-3889.81,6817.09
-33,39,-3875.22,8189.08,-3919.74,6887.67
-32,39,-3930.89,8305.29,-3949.13,6957.33
-31,39,-3985.42,8419.08,-3977.92,7025.95
-30,39,-4038.78,8530.35,-4006.05,7093.44
-29,39,-4090.91,8639.02,-4033.48,7159.69
-28,39,-4141.77,8745,-4060.16,7224.6
-27,39,-4191.32,8848.2,-4086.03,7288.08
-26,39,-4239.51,8948.52,-4111.06,7350.03
-25,39,-4286.29,9045.88,-4135.18,7410.34
-24,39,-4331.63,9140.2,-4158.35,7468.93
-23,39,-4375.48,9231.38,-4180.54,7525.7
-22,39,-4417.8,9319.36,-4201.69,7580.56
-21,39,-4458.55,9404.04,-4221.77,7633.42
-20,39,-4497.69,9485.34,-4240.73,7684.21
-19,39,-4535.19,9563.21,-4258.54,7732.82
-18,39,-4571.01,9637.55,-4275.15,7779.19
-17,39,-4605.11,9708.29,-4290.54,7823.24
-16,39,-4637.47,9775.38,-4304.66,7864.9
-15,39,-4668.05,9838.74,-4317.5,7904.09
-14,39,-4696.83,9898.31,-4329.02,7940.75
-13,39,-4723.77,9954.04,-4339.2,7974.82
-12,39,-4748.85,10005.9,-4348.01,8006.24
-11,39,-4772.05,10053.7,-4355.43,8034.96
-10,39,-4793.34,10097.6,-4361.44,8060.92
-9,39,-4812.69,10137.4,-4366.02,8084.09
-8,39,-4830.11,10173.1,-4369.17,8104.42
-7,39,-4845.55,10204.7,-4370.87,8121.88
-6,39,-4859.02,10232.2,-4371.1,8136.43
-5,39,-4870.5,10255.4,-4369.87,8148.06
-4,39,-4879.96,10274.5,-4367.18,8156.73
-3,39,-4887.42,10289.3,-4363,8162.44
-2,39,-4892.85,10299.9,-4357.36,8165.18
-1,39,-4896.26,10306.2,-4350.26,8164.92
0,39,-4897.63,10308.3,-4341.69,8161.69
1,39,-4896.97,10306.1,-4331.67,8155.47
2,39,-4894.28,10299.6,-4320.21,8146.28
3,39,-4889.56,10288.9,-4307.32,8134.12
4,39,-4882.81,10273.9,-4293.01,8119.03
5,39,-4874.04,10254.8,-4277.31,8101.02
6,39,-4863.26,10231.4,-4260.24,8080.12
7,39,-4850.48,10203.9,-4241.81,8056.35
8,39,-4835.71,10172.2,-4222.05,8029.77
9,39,-4818.97,10136.4,-4200.99,8000.41
10,39,-4800.27,10096.5,-4178.65,7968.31
11,39,-4779.63,10052.7,-4155.06,7933.52
12,39,-4757.07,10004.8,-4130.25,7896.11
13,39,-4732.61,9953.01,-4104.25,7856.12
14,39,-4706.29,9897.35,-4077.11,7813.62
15,39,-4678.11,9837.89,-4048.85,7768.68
16,39,-4648.12,9774.67,-4019.51,7721.36
17,39,-4616.34,9707.78,-3989.13,7671.73
18,39,-4582.8,9637.26,-3957.75,7619.88
19,39,-4547.54,9563.21,-3925.41,7565.88
20,39,-4510.59,9485.69,-3892.15,7509.81
21,39,-4471.99,9404.78,-3858.01,7451.76
22,39,-4431.77,9320.56,-3823.03,7391.81
23,39,-4389.97,9233.1,-3787.26,7330.05
24,39,-4346.65,9142.51,-3750.75,7266.58
25,39,-4301.82,9048.85,-3713.54,7201.48
26,39,-4255.55,8952.21,-3675.67,7134.86
27,39,-4207.88,8852.69,-3637.19,7066.8
28,39,-4158.84,8750.38,-3598.15,6997.41
29,39,-4108.48,8645.35,-3558.59,6926.79
30,39,-4056.86,8537.7,-3518.57,6855.03
31,39,-4004.02,8427.53,-3478.12,6782.23
32,39,-3950,8314.92,-3437.3,6708.51
33,39,-3894.85,8199.97,-3396.16,6633.95
34,39,-3838.63,8082.76,-3354.75,6558.66
35,39,-3781.38,7963.38,-3313.1,6482.74
36,39,-3723.14,7841.93,-3271.28,6406.3
37,39,-3663.97,7718.48,-3229.32,6329.43
38,39,-3603.92,7593.14,-3187.28,6252.24
39,39,-3543.02,7465.99,-3145.2,6174.82
40,39,-3481.33,7337.1,-3103.13,6097.28
41,39,-3418.89,7206.58,-3061.12,6019.71
42,39,-3355.76,7074.49,-3019.22,5942.2
43,39,-3291.96,6940.91,-2977.46,5864.86
44,39,-3227.54,6805.94,-2935.9,5787.78
45,39,-3162.56,6669.64,-2894.59,5711.04
46,39,-3097.04,6532.09,-2853.56,5634.75
47,39,-3031.02,6393.36,-2812.86,5558.98
48,39,-2964.55,6253.52,-2772.53,5483.83
49,39,-2897.66,6112.65,-2732.62,5409.38
50,39,-2830.39,5970.8,-2693.18,5335.71
51,39,-2762.76,5828.05,-2654.23,5262.9
52,39,-2694.81,5684.45,-2615.82,5191.03
53,39,-2626.56,5540.06,-2578,5120.17
54,39,-2558.06,5394.95,-2540.79,5050.4
55,39,-2489.31,5249.16,-2504.25,4981.79
56,39,-2420.35,5102.76,-2468.4,4914.39
57,39,-2351.19,4955.78,-2433.29,4848.29
58,39,-2281.86,4808.28,-2398.94,4783.54
59,39,-2212.37,4660.3,-2365.4,4720.2
60,39,-2142.75,4511.89,-2332.69,4658.33
61,39,-2072.99,4363.09,-2300.85,4597.98
62,39,-2003.13,4213.93,-2269.92,4539.21
63,39,-1933.16,4064.46,-2239.91,4482.05
64,39,-1863.09,3914.71,-2210.87,4426.57
65,39,-1792.94,3764.72,-2182.82,4372.8
66,39,-1722.7,3614.5,-2155.79,4320.79
67,39,-1652.38,3464.1,-2129.8,4270.56
68,39,-1581.99,3313.55,-2104.89,4222.17
69,39,-1511.51,3162.86,-2081.07,4175.64
70,39,-1440.96,3012.06,-2058.37,4131.01
71,39,-1370.32,2861.18,-2036.82,4088.3
72,39,-1299.59,2710.24,-2016.43,4047.54
73,39,-1228.77,2559.25,-1997.23,4008.76
74,39,-1157.84,2408.23,-1979.23,3971.98
75,39,-1086.81,2257.21,-1962.47,3937.22
76,39,-1015.66,2106.2,-1946.94,3904.5
77,39,-944.383,1955.21,-1932.68,3873.83
78,39,-872.964,1804.26,-1919.7,3845.23
