Theta[deg],Phi[deg],re(rEPhi)[mV],im(rEPhi)[mV],re(rETheta)[mV],im(rETheta)[mV]
86,67,-134.461,316.54,-2950.46,5864.72
87,67,-101.073,237.32,-2950.22,5851.2
88,67,-67.5407,158.151,-2951.88,5840.61
89,67,-33.8532,79.0415,-2955.47,5832.94
90,67,-2.21491e-13,-1.17633e-13,-2961,5828.18
-90,68,-1.49986e-13,1.66359e-13,-3790.93,6140.99
-89,68,-36.3383,74.2694,-3785,6146.69
-88,68,-72.5123,148.617,-3780.92,6155.35
-87,68,-108.523,223.04,-3778.66,6166.98
-86,68,-144.372,297.534,-3778.21,6181.57
-85,68,-180.061,372.096,-3779.57,6199.11
-84,68,-215.591,446.723,-3782.71,6219.62
-83,68,-250.963,521.411,-3787.62,6243.07
-82,68,-286.178,596.155,-3794.28,6269.47
-81,68,-321.238,670.952,-3802.67,6298.81
-80,68,-356.143,745.795,-3812.77,6331.08
-79,68,-390.894,820.681,-3824.54,6366.25
-78,68,-425.491,895.603,-3837.97,6404.33
-77,68,-459.936,970.556,-3853.03,6445.28
-76,68,-494.227,1045.53,-3869.7,6489.09
-75,68,-528.365,1120.52,-3887.93,6535.74
-74,68,-562.349,1195.52,-3907.7,6585.21
-73,68,-596.178,1270.52,-3928.98,6637.45
-72,68,-629.852,1345.51,-3951.74,6692.45
-71,68,-663.368,1420.48,-3975.93,6750.17
-70,68,-696.725,1495.42,-4001.53,6810.58
-69,68,-729.922,1570.32,-4028.49,6873.63
-68,68,-762.954,1645.16,-4056.78,6939.28
-67,68,-795.819,1719.94,-4086.35,7007.49
-66,68,-828.515,1794.63,-4117.17,7078.21
-65,68,-861.037,1869.22,-4149.2,7151.38
-64,68,-893.38,1943.7,-4182.38,7226.95
-63,68,-925.542,2018.04,-4216.68,7304.86
-62,68,-957.517,2092.23,-4252.05,7385.04
-61,68,-989.299,2166.24,-4288.45,7467.42
-60,68,-1020.88,2240.07,-4325.83,7551.95
-59,68,-1052.26,2313.67,-4364.13,7638.53
-58,68,-1083.43,2387.04,-4403.31,7727.09
-57,68,-1114.39,2460.14,-4443.32,7817.54
-56,68,-1145.12,2532.96,-4484.12,7909.81
-55,68,-1175.62,2605.45,-4525.63,8003.79
-54,68,-1205.88,2677.6,-4567.82,8099.39
-53,68,-1235.89,2749.37,-4610.63,8196.51
-52,68,-1265.65,2820.74,-4654,8295.06
-51,68,-1295.14,2891.67,-4697.88,8394.91
-50,68,-1324.36,2962.14,-4742.21,8495.96
-49,68,-1353.3,3032.09,-4786.93,8598.09
-48,68,-1381.94,3101.51,-4831.98,8701.19
-47,68,-1410.29,3170.36,-4877.31,8805.14
-46,68,-1438.32,3238.6,-4922.85,8909.8
-45,68,-1466.03,3306.19,-4968.54,9015.04
-44,68,-1493.41,3373.09,-5014.32,9120.75
-43,68,-1520.44,3439.27,-5060.13,9226.77
-42,68,-1547.12,3504.69,-5105.9,9332.98
-41,68,-1573.43,3569.31,-5151.56,9439.24
-40,68,-1599.37,3633.08,-5197.06,9545.39
-39,68,-1624.91,3695.98,-5242.33,9651.31
-38,68,-1650.06,3757.95,-5287.3,9756.84
-37,68,-1674.79,3818.95,-5331.91,9861.84
-36,68,-1699.1,3878.95,-5376.09,9966.15
-35,68,-1722.97,3937.9,-5419.76,10069.6
-34,68,-1746.39,3995.77,-5462.88,10172.1
-33,68,-1769.34,4052.5,-5505.36,10273.5
-32,68,-1791.82,4108.07,-5547.15,10373.6
-31,68,-1813.81,4162.43,-5588.17,10472.3
-30,68,-1835.29,4215.53,-5628.37,10569.4
-29,68,-1856.26,4267.35,-5667.66,10664.8
-28,68,-1876.7,4317.83,-5706,10758.3
-27,68,-1896.59,4366.95,-5743.31,10849.8
-26,68,-1915.93,4414.66,-5779.54,10939.2
-25,68,-1934.69,4460.92,-5814.61,11026.3
-24,68,-1952.87,4505.71,-5848.47,11110.9
-23,68,-1970.45,4548.97,-5881.06,11193
-22,68,-1987.42,4590.68,-5912.32,11272.4
-21,68,-2003.76,4630.81,-5942.19,11349
-20,68,-2019.45,4669.31,-5970.62,11422.6
-19,68,-2034.49,4706.16,-5997.55,11493.2
-18,68,-2048.87,4741.33,-6022.93,11560.7
-17,68,-2062.56,4774.78,-6046.72,11624.8
-16,68,-2075.55,4806.5,-6068.86,11685.6
-15,68,-2087.83,4836.44,-6089.31,11742.9
-14,68,-2099.39,4864.58,-6108.03,11796.6
-13,68,-2110.21,4890.9,-6124.99,11846.7
-12,68,-2120.29,4915.38,-6140.13,11893
-11,68,-2129.6,4937.99,-6153.44,11935.5
-10,68,-2138.14,4958.72,-6164.87,11974.2
-9,68,-2145.89,4977.54,-6174.4,12008.8
-8,68,-2152.85,4994.44,-6182.01,12039.5
-7,68,-2159,5009.4,-6187.67,12066.1
-6,68,-2164.33,5022.41,-6191.37,12088.6
-5,68,-2168.84,5033.45,-6193.09,12107
-4,68,-2172.51,5042.53,-6192.82,12121.2
-3,68,-2175.33,5049.62,-6190.56,12131.2
-2,68,-2177.31,5054.72,-6186.29,12137
-1,68,-2178.42,5057.83,-6180.02,12138.6
0,68,-2178.67,5058.95,-6171.75,12135.9
1,68,-2178.05,5058.07,-6161.48,12129.1
2,68,-2176.56,5055.19,-6149.23,12118
3,68,-2174.19,5050.32,-6135.01,12102.7
4,68,-2170.93,5043.47,-6118.83,12083.3
5,68,-2166.8,5034.63,-6100.72,12059.7
6,68,-2161.78,5023.82,-6080.69,12032
7,68,-2155.88,5011.05,-6058.78,12000.3
8,68,-2149.1,4996.34,-6035.01,11964.6
9,68,-2141.45,4979.68,-6009.42,11924.9
10,68,-2132.92,4961.11,-5982.04,11881.4
11,68,-2123.52,4940.64,-5952.91,11834
12,68,-2113.26,4918.29,-5922.07,11782.9
13,68,-2102.14,4894.09,-5889.57,11728.1
14,68,-2090.18,4868.04,-5855.44,11669.8
15,68,-2077.38,4840.18,-5819.75,11608
16,68,-2063.75,4810.54,-5782.54,11542.8
17,68,-2049.31,4779.14,-5743.86,11474.3
18,68,-2034.06,4746.02,-5703.77,11402.6
19,68,-2018.03,4711.19,-5662.32,11327.9
20,68,-2001.22,4674.7,-5619.58,11250.2
21,68,-1983.66,4636.57,-5575.61,11169.7
22,68,-1965.36,4596.84,-5530.46,11086.5
23,68,-1946.33,4555.55,-5484.2,11000.6
24,68,-1926.6,4512.72,-5436.9,10912.4
25,68,-1906.19,4468.4,-5388.61,10821.8
26,68,-1885.11,4422.63,-5339.4,10729
27,68,-1863.39,4375.43,-5289.35,10634.2
28,68,-1841.04,4326.85,-5238.51,10537.4
29,68,-1818.1,4276.94,-5186.96,10438.9
30,68,-1794.58,4225.71,-5134.76,10338.7
31,68,-1770.51,4173.23,-5081.98,10237.1
32,68,-1745.9,4119.52,-5028.68,10134.1
33,68,-1720.79,4064.62,-4974.94,10029.9
34,68,-1695.2,4008.58,-4920.82,9924.64
35,68,-1669.15,3951.43,-4866.39,9818.49
36,68,-1642.66,3893.21,-4811.72,9711.58
37,68,-1615.77,3833.97,-4756.87,9604.04
38,68,-1588.48,3773.74,-4701.9,9496.03
39,68,-1560.84,3712.55,-4646.88,9387.69
40,68,-1532.85,3650.46,-4591.88,9279.16
41,68,-1504.55,3587.48,-4536.96,9170.58
42,68,-1475.96,3523.67,-4482.17,9062.08
43,68,-1447.09,3459.06,-4427.59,8953.81
44,68,-1417.97,3393.68,-4373.27,8845.9
45,68,-1388.63,3327.57,-4319.27,8738.47
46,68,-1359.08,3260.75,-4265.65,8631.67
47,68,-1329.34,3193.28,-4212.47,8525.61
48,68,-1299.42,3125.17,-4159.78,8420.42
49,68,-1269.36,3056.46,-4107.64,8316.22
50,68,-1239.16,2987.18,-4056.1,8213.12
51,68,-1208.85,2917.37,-4005.21,8111.24
52,68,-1178.43,2847.04,-3955.03,8010.69
53,68,-1147.93,2776.23,-3905.6,7911.57
54,68,-1117.35,2704.96,-3856.99,7814
55,68,-1086.7,2633.26,-3809.22,7718.06
56,68,-1056.01,2561.17,-3762.37,7623.85
57,68,-1025.27,2488.69,-3716.46,7531.46
58,68,-994.508,2415.85,-3671.54,7440.98
59,68,-963.719,2342.69,-3627.67,7352.49
60,68,-932.914,2269.21,-3584.88,7266.08
61,68,-902.1,2195.45,-3543.22,7181.81
62,68,-871.28,2121.41,-3502.73,7099.76
63,68,-840.46,2047.13,-3463.45,7019.99
64,68,-809.643,1972.61,-3425.43,6942.58
65,68,-778.831,1897.88,-3388.69,6867.56
66,68,-748.025,1822.96,-3353.28,6795.02
67,68,-717.224,1747.85,-3319.24,6724.98
68,68,-686.43,1672.58,-3286.6,6657.51
69,68,-655.639,1597.16,-3255.41,6592.65
70,68,-624.85,1521.61,-3225.69,6530.43
71,68,-594.059,1445.93,-3197.48,6470.91
72,68,-563.263,1370.15,-3170.82,6414.1
73,68,-532.457,1294.27,-3145.73,6360.05
74,68,-501.635,1218.31,-3122.25,6308.78
75,68,-470.791,1142.28,-3100.41,6260.32
76,68,-439.92,1066.19,-3080.23,6214.69
77,68,-409.013,990.049,-3061.75,6171.91
78,68,-378.063,913.868,-3045,6132.01
79,68,-347.062,837.659,-3029.99,6094.99
80,68,-316.001,761.43,-3016.76,6060.87
81,68,-284.871,685.191,-3005.33,6029.66
82,68,-253.664,608.951,-2995.72,6001.37
83,68,-222.368,532.719,-2987.95,5976
84,68,-190.975,456.502,-2982.04,5953.58
85,68,-159.475,380.311,-2978.01,5934.09
86,68,-127.857,304.151,-2975.87,5917.54
87,68,-96.1104,228.033,-2975.65,5903.93
88,68,-64.2258,151.963,-2977.35,5893.26
89,68,-32.1924,75.9493,-2980.98,5885.53
90,68,-4.43463e-13,2.89056e-13,-2986.56,5880.73
-90,69,-3.1671e-13,2.8687e-13,-3812.91,6192.53
-89,69,-34.8102,71.1863,-3806.94,6198.27
-88,69,-69.4623,142.447,-3802.82,6206.98
-87,69,-103.957,213.78,-3800.55,6218.66
-86,69,-138.294,285.182,-3800.1,6233.31
-85,69,-172.475,356.648,-3801.48,6250.94
-84,69,-206.499,428.177,-3804.66,6271.55
-83,69,-240.369,499.763,-3809.62,6295.11
-82,69,-274.083,571.403,-3816.34,6321.64
-81,69,-307.643,643.093,-3824.81,6351.12
-80,69,-341.048,714.828,-3835,6383.53
-79,69,-374.3,786.602,-3846.88,6418.88
-78,69,-407.397,858.411,-3860.44,6457.13
-77,69,-440.34,930.249,-3875.63,6498.28
-76,69,-473.128,1002.11,-3892.45,6542.31
-75,69,-505.76,1073.98,-3910.84,6589.19
-74,69,-538.236,1145.86,-3930.79,6638.89
-73,69,-570.555,1217.74,-3952.25,6691.4
-72,69,-602.715,1289.61,-3975.2,6746.67
-71,69,-634.714,1361.46,-3999.6,6804.69
-70,69,-666.551,1433.28,-4025.41,6865.4
-69,69,-698.223,1505.06,-4052.59,6928.77
-68,69,-729.727,1576.78,-4081.11,6994.77
-67,69,-761.062,1648.44,-4110.92,7063.33
-66,69,-792.223,1720.01,-4141.98,7134.42
-65,69,-823.207,1791.49,-4174.25,7207.98
-64,69,-854.01,1862.86,-4207.69,7283.95
-63,69,-884.628,1934.09,-4242.24,7362.28
-62,69,-915.056,2005.18,-4277.88,7442.9
-61,69,-945.29,2076.1,-4314.54,7525.74
-60,69,-975.325,2146.84,-4352.18,7610.72
-59,69,-1005.15,2217.36,-4390.75,7697.79
-58,69,-1034.77,2287.66,-4430.2,7786.84
-57,69,-1064.18,2357.7,-4470.49,7877.81
-56,69,-1093.35,2427.46,-4511.55,7970.6
-55,69,-1122.3,2496.91,-4553.34,8065.12
-54,69,-1151.02,2566.03,-4595.81,8161.27
-53,69,-1179.48,2634.79,-4638.89,8258.96
-52,69,-1207.7,2703.15,-4682.53,8358.07
-51,69,-1235.66,2771.1,-4726.68,8458.5
-50,69,-1263.35,2838.6,-4771.27,8560.15
-49,69,-1290.76,2905.61,-4816.26,8662.88
-48,69,-1317.89,2972.1,-4861.58,8766.59
-47,69,-1344.73,3038.04,-4907.17,8871.15
-46,69,-1371.26,3103.4,-4952.97,8976.43
-45,69,-1397.49,3168.13,-4998.92,9082.31
-44,69,-1423.39,3232.21,-5044.95,9188.64
-43,69,-1448.96,3295.59,-5091.01,9295.3
-42,69,-1474.19,3358.24,-5137.02,9402.15
-41,69,-1499.07,3420.12,-5182.94,9509.04
-40,69,-1523.59,3481.19,-5228.68,9615.84
-39,69,-1547.74,3541.42,-5274.18,9722.39
-38,69,-1571.5,3600.76,-5319.39,9828.56
-37,69,-1594.87,3659.17,-5364.22,9934.19
-36,69,-1617.84,3716.62,-5408.63,10039.1
-35,69,-1640.38,3773.07,-5452.53,10143.2
-34,69,-1662.51,3828.47,-5495.86,10246.4
-33,69,-1684.19,3882.8,-5538.56,10348.4
-32,69,-1705.42,3936,-5580.55,10449.1
-31,69,-1726.18,3988.04,-5621.78,10548.3
-30,69,-1746.47,4038.88,-5662.18,10646
-29,69,-1766.27,4088.49,-5701.67,10742
-28,69,-1785.57,4136.82,-5740.2,10836.1
-27,69,-1804.35,4183.84,-5777.7,10928.1
-26,69,-1822.61,4229.52,-5814.11,11018.1
-25,69,-1840.33,4273.81,-5849.36,11105.7
-24,69,-1857.5,4316.68,-5883.39,11190.8
-23,69,-1874.1,4358.1,-5916.15,11273.4
-22,69,-1890.12,4398.03,-5947.57,11353.3
-21,69,-1905.55,4436.44,-5977.6,11430.3
-20,69,-1920.37,4473.3,-6006.18,11504.4
-19,69,-1934.58,4508.57,-6033.25,11575.5
-18,69,-1948.15,4542.24,-6058.78,11643.3
-17,69,-1961.08,4574.26,-6082.7,11707.9
-16,69,-1973.35,4604.62,-6104.97,11769
-15,69,-1984.96,4633.28,-6125.54,11826.7
-14,69,-1995.87,4660.23,-6144.37,11880.7
-13,69,-2006.1,4685.43,-6161.43,11931.1
-12,69,-2015.61,4708.86,-6176.68,11977.7
-11,69,-2024.4,4730.51,-6190.07,12020.5
-10,69,-2032.47,4750.35,-6201.59,12059.4
-9,69,-2039.79,4768.37,-6211.19,12094.3
-8,69,-2046.36,4784.56,-6218.87,12125.2
-7,69,-2052.16,4798.88,-6224.59,12152
-6,69,-2057.19,4811.34,-6228.34,12174.6
-5,69,-2061.43,4821.92,-6230.1,12193.1
-4,69,-2064.89,4830.62,-6229.87,12207.4
-3,69,-2067.54,4837.42,-6227.62,12217.5
-2,69,-2069.39,4842.31,-6223.37,12223.4
-1,69,-2070.42,4845.3,-6217.1,12225
0,69,-2070.63,4846.38,-6208.83,12222.4
1,69,-2070.01,4845.54,-6198.55,12215.5
2,69,-2068.57,4842.8,-6186.28,12204.4
3,69,-2066.29,4838.16,-6172.02,12189.1
4,69,-2063.17,4831.61,-6155.8,12169.5
5,69,-2059.22,4823.16,-6137.64,12145.9
6,69,-2054.43,4812.83,-6117.55,12118.1
7,69,-2048.8,4800.62,-6095.57,12086.2
8,69,-2042.33,4786.55,-6071.72,12050.3
9,69,-2035.03,4770.63,-6046.04,12010.4
10,69,-2026.89,4752.86,-6018.56,11966.7
11,69,-2017.93,4733.29,-5989.32,11919.1
12,69,-2008.15,4711.91,-5958.37,11867.7
13,69,-1997.55,4688.75,-5925.74,11812.6
14,69,-1986.15,4663.83,-5891.48,11754
15,69,-1973.95,4637.18,-5855.65,11691.9
16,69,-1960.96,4608.82,-5818.29,11626.3
17,69,-1947.2,4578.78,-5779.45,11557.5
18,69,-1932.67,4547.08,-5739.2,11485.4
19,69,-1917.39,4513.76,-5697.58,11410.3
20,69,-1901.38,4478.84,-5654.66,11332.2
21,69,-1884.64,4442.35,-5610.51,11251.2
22,69,-1867.2,4404.34,-5565.17,11167.5
23,69,-1849.07,4364.82,-5518.72,11081.2
24,69,-1830.26,4323.83,-5471.21,10992.5
25,69,-1810.81,4281.42,-5422.72,10901.4
26,69,-1790.73,4237.61,-5373.31,10808.1
27,69,-1770.03,4192.43,-5323.04,10712.7
28,69,-1748.74,4145.94,-5271.99,10615.4
29,69,-1726.88,4098.16,-5220.21,10516.4
30,69,-1704.47,4049.13,-5167.79,10415.6
31,69,-1681.53,3998.88,-5114.79,10313.4
32,69,-1658.1,3947.47,-5061.27,10209.9
33,69,-1634.17,3894.92,-5007.3,10105.1
34,69,-1609.8,3841.26,-4952.95,9999.25
35,69,-1584.98,3786.55,-4898.29,9892.49
36,69,-1559.76,3730.82,-4843.38,9784.97
37,69,-1534.14,3674.09,-4788.3,9676.83
38,69,-1508.16,3616.42,-4733.1,9568.2
39,69,-1481.84,3557.84,-4677.86,9459.24
40,69,-1455.19,3498.38,-4622.63,9350.09
41,69,-1428.25,3438.08,-4567.47,9240.89
42,69,-1401.03,3376.98,-4512.46,9131.77
43,69,-1373.55,3315.1,-4457.66,9022.87
44,69,-1345.84,3252.49,-4403.11,8914.34
45,69,-1317.92,3189.17,-4348.89,8806.29
46,69,-1289.8,3125.18,-4295.05,8698.87
47,69,-1261.5,3060.56,-4241.65,8592.19
48,69,-1233.05,2995.33,-4188.75,8486.39
49,69,-1204.45,2929.51,-4136.39,8381.57
50,69,-1175.74,2863.16,-4084.64,8277.87
51,69,-1146.91,2796.28,-4033.54,8175.4
52,69,-1117.99,2728.91,-3983.16,8074.25
53,69,-1088.99,2661.07,-3933.54,7974.55
54,69,-1059.93,2592.8,-3884.72,7876.4
55,69,-1030.81,2524.11,-3836.77,7779.89
56,69,-1001.64,2455.04,-3789.72,7685.12
57,69,-972.444,2385.6,-3743.62,7592.18
58,69,-943.219,2315.81,-3698.53,7501.16
59,69,-913.976,2245.71,-3654.48,7412.14
60,69,-884.723,2175.3,-3611.52,7325.21
61,69,-855.464,2104.62,-3569.69,7240.43
62,69,-826.205,2033.67,-3529.04,7157.88
63,69,-796.949,1962.49,-3489.6,7077.63
64,69,-767.7,1891.07,-3451.42,6999.74
65,69,-738.459,1819.46,-3414.53,6924.27
66,69,-709.227,1747.65,-3378.98,6851.28
67,69,-680.004,1675.67,-3344.81,6780.81
68,69,-650.79,1603.52,-3312.04,6712.93
69,69,-621.583,1531.24,-3280.72,6647.66
70,69,-592.38,1458.82,-3250.88,6585.06
71,69,-563.179,1386.28,-3222.56,6525.16
72,69,-533.974,1313.64,-3195.79,6468
73,69,-504.763,1240.91,-3170.6,6413.61
74,69,-475.538,1168.09,-3147.03,6362.02
75,69,-446.296,1095.2,-3125.11,6313.25
76,69,-417.028,1022.26,-3104.86,6267.33
77,69,-387.728,949.263,-3086.31,6224.28
78,69,-358.388,876.229,-3069.5,6184.12
79,69,-329.001,803.165,-3054.44,6146.86
80,69,-299.558,730.082,-3041.17,6112.52
81,69,-270.05,656.987,-3029.7,6081.11
82,69,-240.468,583.89,-3020.06,6052.64
83,69,-210.803,510.799,-3012.28,6027.11
84,69,-181.045,437.722,-3006.36,6004.53
85,69,-151.185,364.667,-3002.33,5984.91
86,69,-121.213,291.642,-3000.21,5968.25
87,69,-91.1183,218.656,-3000,5954.55
88,69,-60.8913,145.715,-3001.73,5943.81
89,69,-30.5218,72.827,-3005.41,5936.02
90,69,-1.73275e-13,-1.27723e-13,-3011.04,5931.19
-90,70,-3.01186e-13,5.31223e-13,-3833.75,6242.02
-89,70,-33.2651,68.0733,-3827.73,6247.78
-88,70,-66.3783,136.218,-3823.58,6256.53
-87,70,-99.3391,204.431,-3821.29,6268.27
-86,70,-132.148,272.71,-3820.85,6282.99
-85,70,-164.803,341.051,-3822.25,6300.7
-84,70,-197.307,409.451,-3825.46,6321.4
-83,70,-229.657,477.906,-3830.47,6345.07
-82,70,-261.854,546.413,-3837.26,6371.71
-81,70,-293.898,614.966,-3845.8,6401.32
-80,70,-325.788,683.563,-3856.09,6433.88
-79,70,-357.524,752.197,-3868.08,6469.38
-78,70,-389.105,820.863,-3881.75,6507.81
-77,70,-420.531,889.556,-3897.08,6549.15
-76,70,-451.801,958.27,-3914.04,6593.38
-75,70,-482.913,1027,-3932.59,6640.47
-74,70,-513.866,1095.73,-3952.71,6690.41
-73,70,-544.66,1164.46,-3974.35,6743.16
-72,70,-575.291,1233.18,-3997.49,6798.7
-71,70,-605.759,1301.88,-4022.09,6856.99
-70,70,-636.062,1370.56,-4048.1,6917.99
-69,70,-666.196,1439.19,-4075.5,6981.67
-68,70,-696.16,1507.76,-4104.24,7047.99
-67,70,-725.95,1576.28,-4134.28,7116.89
-66,70,-755.563,1644.71,-4165.57,7188.34
-65,70,-784.997,1713.05,-4198.09,7262.27
-64,70,-814.247,1781.28,-4231.77,7338.63
-63,70,-843.309,1849.39,-4266.57,7417.35
-62,70,-872.18,1917.35,-4302.46,7498.39
-61,70,-900.855,1985.15,-4339.37,7581.66
-60,70,-929.329,2052.77,-4377.27,7667.09
-59,70,-957.597,2120.2,-4416.11,7754.61
-58,70,-985.654,2187.39,-4455.82,7844.14
-57,70,-1013.5,2254.35,-4496.37,7935.6
-56,70,-1041.11,2321.03,-4537.69,8028.88
-55,70,-1068.5,2387.42,-4579.74,8123.91
-54,70,-1095.66,2453.48,-4622.47,8220.59
-53,70,-1122.58,2519.21,-4665.81,8318.81
-52,70,-1149.25,2584.55,-4709.71,8418.47
-51,70,-1175.66,2649.49,-4754.12,8519.46
-50,70,-1201.81,2714,-4798.97,8621.67
-49,70,-1227.7,2778.05,-4844.21,8724.98
-48,70,-1253.3,2841.59,-4889.78,8829.27
-47,70,-1278.63,2904.61,-4935.62,8934.41
-46,70,-1303.66,2967.07,-4981.66,9040.29
-45,70,-1328.39,3028.93,-5027.85,9146.76
-44,70,-1352.81,3090.17,-5074.13,9253.7
-43,70,-1376.91,3150.73,-5120.42,9360.96
-42,70,-1400.69,3210.6,-5166.67,9468.42
-41,70,-1424.13,3269.73,-5212.82,9575.92
-40,70,-1447.23,3328.08,-5258.78,9683.32
-39,70,-1469.97,3385.62,-5304.51,9790.48
-38,70,-1492.35,3442.32,-5349.94,9897.26
-37,70,-1514.36,3498.13,-5394.99,10003.5
-36,70,-1535.98,3553.02,-5439.6,10109
-35,70,-1557.2,3606.95,-5483.71,10213.7
-34,70,-1578.02,3659.88,-5527.25,10317.5
-33,70,-1598.43,3711.78,-5570.15,10420
-32,70,-1618.41,3762.6,-5612.34,10521.3
-31,70,-1637.95,3812.32,-5653.76,10621.2
-30,70,-1657.04,3860.89,-5694.34,10719.4
-29,70,-1675.67,3908.28,-5734.02,10815.9
-28,70,-1693.83,3954.45,-5772.73,10910.6
-27,70,-1711.5,3999.37,-5810.4,11003.1
-26,70,-1728.68,4043,-5846.98,11093.6
-25,70,-1745.36,4085.3,-5882.4,11181.7
-24,70,-1761.51,4126.26,-5916.59,11267.3
-23,70,-1777.13,4165.82,-5949.5,11350.4
-22,70,-1792.2,4203.96,-5981.08,11430.7
-21,70,-1806.72,4240.65,-6011.25,11508.2
-20,70,-1820.67,4275.86,-6039.97,11582.8
-19,70,-1834.04,4309.56,-6067.18,11654.2
-18,70,-1846.82,4341.72,-6092.83,11722.4
-17,70,-1858.99,4372.31,-6116.88,11787.4
-16,70,-1870.54,4401.3,-6139.26,11848.9
-15,70,-1881.45,4428.68,-6159.95,11906.9
-14,70,-1891.73,4454.42,-6178.89,11961.2
-13,70,-1901.35,4478.5,-6196.04,12011.9
-12,70,-1910.31,4500.88,-6211.38,12058.8
-11,70,-1918.58,4521.57,-6224.86,12101.9
-10,70,-1926.17,4540.53,-6236.45,12141
-9,70,-1933.06,4557.74,-6246.13,12176.1
-8,70,-1939.23,4573.21,-6253.86,12207.1
-7,70,-1944.69,4586.9,-6259.64,12234.1
-6,70,-1949.41,4598.81,-6263.43,12256.9
-5,70,-1953.4,4608.92,-6265.23,12275.5
-4,70,-1956.64,4617.23,-6265.03,12290
-3,70,-1959.12,4623.74,-6262.81,12300.1
-2,70,-1960.84,4628.42,-6258.56,12306
-1,70,-1961.78,4631.29,-6252.3,12307.7
0,70,-1961.95,4632.33,-6244.02,12305.1
1,70,-1961.34,4631.55,-6233.73,12298.2
2,70,-1959.95,4628.94,-6221.43,12287.1
3,70,-1957.76,4624.51,-6207.14,12271.7
4,70,-1954.79,4618.27,-6190.88,12252.1
5,70,-1951.01,4610.22,-6172.67,12228.3
6,70,-1946.45,4600.37,-6152.53,12200.4
7,70,-1941.08,4588.72,-6130.48,12168.4
8,70,-1934.93,4575.29,-6106.55,12132.3
9,70,-1927.98,4560.1,-6080.79,12092.3
10,70,-1920.25,4543.15,-6053.21,12048.3
11,70,-1911.72,4524.47,-6023.87,12000.5
12,70,-1902.42,4504.06,-5992.81,11948.8
13,70,-1892.35,4481.96,-5960.06,11893.5
14,70,-1881.51,4458.17,-5925.68,11834.6
15,70,-1869.91,4432.73,-5889.71,11772.1
16,70,-1857.57,4405.66,-5852.21,11706.3
17,70,-1844.49,4376.98,-5813.22,11637.1
18,70,-1830.68,4346.72,-5772.82,11564.6
19,70,-1816.16,4314.9,-5731.04,11489.1
20,70,-1800.94,4281.56,-5687.96,11410.6
21,70,-1785.03,4246.73,-5643.63,11329.2
22,70,-1768.45,4210.42,-5598.11,11245.1
23,70,-1751.22,4172.69,-5551.47,11158.4
24,70,-1733.36,4133.55,-5503.78,11069.2
25,70,-1714.87,4093.05,-5455.1,10977.6
26,70,-1695.78,4051.21,-5405.49,10883.8
27,70,-1676.12,4008.07,-5355.02,10788
28,70,-1655.89,3963.66,-5303.77,10690.2
29,70,-1635.12,3918.03,-5251.79,10590.6
30,70,-1613.82,3871.2,-5199.16,10489.3
31,70,-1592.03,3823.21,-5145.94,10386.6
32,70,-1569.77,3774.1,-5092.21,10282.4
33,70,-1547.04,3723.9,-5038.03,10177.1
34,70,-1523.89,3672.65,-4983.46,10070.7
35,70,-1500.32,3620.39,-4928.59,9963.37
36,70,-1476.36,3567.15,-4873.47,9855.27
37,70,-1452.03,3512.96,-4818.17,9746.55
38,70,-1427.36,3457.87,-4762.75,9637.34
39,70,-1402.37,3401.9,-4707.29,9527.79
40,70,-1377.07,3345.09,-4651.84,9418.04
41,70,-1351.49,3287.48,-4596.48,9308.24
42,70,-1325.65,3229.09,-4541.26,9198.53
43,70,-1299.58,3169.97,-4486.24,9089.04
44,70,-1273.28,3110.14,-4431.48,8979.91
45,70,-1246.79,3049.64,-4377.05,8871.27
46,70,-1220.11,2988.5,-4323.01,8763.25
47,70,-1193.27,2926.74,-4269.4,8655.99
48,70,-1166.28,2864.4,-4216.3,8549.6
49,70,-1139.17,2801.51,-4163.74,8444.21
50,70,-1111.94,2738.09,-4111.8,8339.93
51,70,-1084.61,2674.17,-4060.51,8236.88
52,70,-1057.2,2609.78,-4009.93,8135.17
53,70,-1029.72,2544.94,-3960.12,8034.91
54,70,-1002.18,2479.68,-3911.13,7936.2
55,70,-974.59,2414.02,-3862.99,7839.15
56,70,-946.964,2347.99,-3815.77,7743.84
57,70,-919.309,2281.61,-3769.5,7650.37
58,70,-891.635,2214.9,-3724.24,7558.83
59,70,-863.948,2147.88,-3680.02,7469.31
60,70,-836.256,2080.57,-3636.9,7381.88
61,70,-808.563,2012.99,-3594.92,7296.61
62,70,-780.873,1945.16,-3554.11,7213.59
63,70,-753.191,1877.1,-3514.52,7132.87
64,70,-725.519,1808.82,-3476.2,7054.53
65,70,-697.859,1740.34,-3439.18,6978.62
66,70,-670.211,1671.67,-3403.49,6905.19
67,70,-642.575,1602.84,-3369.19,6834.32
68,70,-614.951,1533.85,-3336.3,6766.03
69,70,-587.337,1464.72,-3304.86,6700.38
70,70,-559.729,1395.46,-3274.92,6637.4
71,70,-532.126,1326.09,-3246.49,6577.15
72,70,-504.523,1256.62,-3219.62,6519.65
73,70,-476.915,1187.05,-3194.35,6464.93
74,70,-449.298,1117.41,-3170.69,6413.03
75,70,-421.664,1047.7,-3148.69,6363.96
76,70,-394.009,977.925,-3128.37,6317.77
77,70,-366.325,908.104,-3109.76,6274.45
78,70,-338.605,838.245,-3092.89,6234.05
