Theta[deg],Phi[deg],re(rEPhi)[mV],im(rEPhi)[mV],re(rETheta)[mV],im(rETheta)[mV]
80,2,6.78647,-95.7498,-3305.67,6430.84
81,2,6.29056,-86.2719,-3292.77,6394.71
82,2,5.74721,-76.7631,-3281.85,6361.94
83,2,5.15866,-67.2268,-3272.95,6332.55
84,2,4.52735,-57.6663,-3266.09,6306.55
85,2,3.85591,-48.0852,-3261.29,6283.98
86,2,3.14716,-38.4872,-3258.59,6264.83
87,2,2.40406,-28.8759,-3258.01,6249.13
88,2,1.62968,-19.2551,-3259.55,6236.87
89,2,0.82724,-9.6285,-3263.25,6228.05
90,2,-2.15492e-13,-2.35349e-13,-3269.1,6222.69
-90,3,1.36183e-14,6.01831e-14,-3882.2,6673.4
-89,3,1.36337,-11.8832,-3875.81,6679.23
-88,3,2.69979,-23.7712,-3871.54,6688.07
-87,3,4.00885,-35.6655,-3869.36,6699.92
-86,3,5.29013,-47.5679,-3869.26,6714.78
-85,3,6.54324,-59.4798,-3871.23,6732.66
-84,3,7.76782,-71.4028,-3875.24,6753.56
-83,3,8.96355,-83.3382,-3881.26,6777.48
-82,3,10.1301,-95.2874,-3889.28,6804.41
-81,3,11.2673,-107.251,-3899.25,6834.35
-80,3,12.375,-119.231,-3911.15,6867.31
-79,3,13.4529,-131.228,-3924.95,6903.27
-78,3,14.501,-143.242,-3940.6,6942.22
-77,3,15.5193,-155.274,-3958.07,6984.16
-76,3,16.5078,-167.324,-3977.32,7029.07
-75,3,17.4666,-179.393,-3998.29,7076.93
-74,3,18.3959,-191.48,-4020.95,7127.74
-73,3,19.2959,-203.585,-4045.26,7181.46
-72,3,20.1671,-215.707,-4071.15,7238.08
-71,3,21.0096,-227.845,-4098.58,7297.57
-70,3,21.8242,-239.998,-4127.5,7359.9
-69,3,22.6112,-252.165,-4157.86,7425.02
-68,3,23.3713,-264.344,-4189.6,7492.92
-67,3,24.1052,-276.534,-4222.66,7563.54
-66,3,24.8137,-288.73,-4257,7636.84
-65,3,25.4977,-300.932,-4292.56,7712.77
-64,3,26.158,-313.137,-4329.27,7791.28
-63,3,26.7957,-325.34,-4367.09,7872.3
-62,3,27.4119,-337.539,-4405.94,7955.77
-61,3,28.0077,-349.729,-4445.79,8041.63
-60,3,28.5842,-361.908,-4486.56,8129.79
-59,3,29.1428,-374.069,-4528.2,8220.19
-58,3,29.6848,-386.209,-4570.64,8312.74
-57,3,30.2116,-398.323,-4613.84,8407.36
-56,3,30.7245,-410.406,-4657.73,8503.94
-55,3,31.2251,-422.451,-4702.25,8602.39
-54,3,31.7149,-434.454,-4747.35,8702.6
-53,3,32.1954,-446.409,-4792.95,8804.48
-52,3,32.6682,-458.308,-4839.02,8907.91
-51,3,33.1349,-470.147,-4885.48,9012.76
-50,3,33.5973,-481.918,-4932.27,9118.92
-49,3,34.0568,-493.614,-4979.35,9226.27
-48,3,34.5152,-505.229,-5026.64,9334.67
-47,3,34.9741,-516.756,-5074.09,9443.98
-46,3,35.4352,-528.188,-5121.64,9554.08
-45,3,35.9001,-539.517,-5169.24,9664.81
-44,3,36.3705,-550.735,-5216.81,9776.04
-43,3,36.8478,-561.836,-5264.32,9887.62
-42,3,37.3338,-572.812,-5311.68,9999.39
-41,3,37.8298,-583.655,-5358.85,10111.2
-40,3,38.3375,-594.358,-5405.77,10222.9
-39,3,38.8581,-604.913,-5452.38,10334.3
-38,3,39.393,-615.312,-5498.61,10445.3
-37,3,39.9435,-625.549,-5544.41,10555.8
-36,3,40.5108,-635.614,-5589.73,10665.4
-35,3,41.0958,-645.501,-5634.49,10774.2
-34,3,41.6998,-655.203,-5678.65,10881.9
-33,3,42.3234,-664.711,-5722.14,10988.4
-32,3,42.9675,-674.019,-5764.9,11093.5
-31,3,43.6327,-683.119,-5806.88,11197
-30,3,44.3195,-692.004,-5848.02,11298.8
-29,3,45.0283,-700.667,-5888.26,11398.8
-28,3,45.7594,-709.101,-5927.54,11496.8
-27,3,46.5127,-717.299,-5965.81,11592.6
-26,3,47.2882,-725.255,-6003,11686.1
-25,3,48.0857,-732.962,-6039.07,11777.2
-24,3,48.9047,-740.413,-6073.96,11865.6
-23,3,49.7448,-747.603,-6107.62,11951.3
-22,3,50.6052,-754.525,-6139.99,12034.2
-21,3,51.4849,-761.173,-6171.02,12114
-20,3,52.383,-767.542,-6200.66,12190.8
-19,3,53.2982,-773.626,-6228.86,12264.2
-18,3,54.2291,-779.42,-6255.57,12334.4
-17,3,55.1743,-784.919,-6280.75,12401
-16,3,56.1319,-790.117,-6304.36,12464.1
-15,3,57.1002,-795.011,-6326.34,12523.6
-14,3,58.0772,-799.595,-6346.67,12579.2
-13,3,59.0608,-803.866,-6365.3,12631
-12,3,60.0487,-807.819,-6382.19,12678.9
-11,3,61.0387,-811.451,-6397.32,12722.8
-10,3,62.0284,-814.759,-6410.65,12762.6
-9,3,63.0151,-817.74,-6422.15,12798.3
-8,3,63.9964,-820.391,-6431.81,12829.8
-7,3,64.9696,-822.709,-6439.58,12857
-6,3,65.932,-824.692,-6445.46,12880
-5,3,66.881,-826.34,-6449.43,12898.7
-4,3,67.8139,-827.649,-6451.47,12913.1
-3,3,68.7279,-828.621,-6451.57,12923
-2,3,69.6204,-829.253,-6449.72,12928.7
-1,3,70.4889,-829.546,-6445.93,12929.9
0,3,71.3307,-829.499,-6440.18,12926.8
1,3,72.1434,-829.114,-6432.49,12919.3
2,3,72.9247,-828.392,-6422.85,12907.5
3,3,73.6721,-827.333,-6411.27,12891.3
4,3,74.3837,-825.94,-6397.77,12870.9
5,3,75.0574,-824.215,-6382.36,12846.2
6,3,75.6914,-822.161,-6365.06,12817.2
7,3,76.284,-819.78,-6345.89,12784.1
8,3,76.8337,-817.076,-6324.87,12746.8
9,3,77.3392,-814.054,-6302.03,12705.5
10,3,77.7994,-810.717,-6277.41,12660.2
11,3,78.2133,-807.069,-6251.03,12611
12,3,78.5802,-803.117,-6222.93,12557.9
13,3,78.8998,-798.864,-6193.15,12501
14,3,79.1715,-794.318,-6161.73,12440.5
15,3,79.3954,-789.483,-6128.72,12376.4
16,3,79.5716,-784.367,-6094.16,12308.8
17,3,79.7003,-778.975,-6058.09,12237.8
18,3,79.7822,-773.314,-6020.58,12163.5
19,3,79.8179,-767.391,-5981.66,12086
20,3,79.8083,-761.214,-5941.4,12005.5
21,3,79.7543,-754.789,-5899.84,11922
22,3,79.6573,-748.124,-5857.05,11835.7
23,3,79.5186,-741.226,-5813.09,11746.7
24,3,79.3395,-734.103,-5768.01,11655.1
25,3,79.1216,-726.762,-5721.87,11561.1
26,3,78.8666,-719.211,-5674.73,11464.7
27,3,78.5762,-711.457,-5626.66,11366.2
28,3,78.2521,-703.508,-5577.71,11265.6
29,3,77.8961,-695.371,-5527.96,11163.1
30,3,77.5099,-687.052,-5477.46,11058.9
31,3,77.0953,-678.56,-5426.27,10953
32,3,76.654,-669.901,-5374.46,10845.6
33,3,76.1877,-661.081,-5322.1,10736.8
34,3,75.698,-652.107,-5269.24,10626.9
35,3,75.1863,-642.984,-5215.95,10515.9
36,3,74.6541,-633.72,-5162.28,10403.9
37,3,74.1025,-624.319,-5108.32,10291.1
38,3,73.5327,-614.787,-5054.1,10177.7
39,3,72.9455,-605.129,-4999.71,10063.8
40,3,72.3418,-595.349,-4945.19,9949.51
41,3,71.7222,-585.452,-4890.61,9834.97
42,3,71.0869,-575.442,-4836.03,9720.34
43,3,70.4362,-565.322,-4781.51,9605.74
44,3,69.77,-555.097,-4727.1,9491.3
45,3,69.0882,-544.769,-4672.87,9377.17
46,3,68.3903,-534.341,-4618.87,9263.46
47,3,67.6756,-523.816,-4565.16,9150.32
48,3,66.9433,-513.197,-4511.8,9037.85
49,3,66.1924,-502.484,-4458.84,8926.19
50,3,65.4216,-491.68,-4406.35,8815.46
51,3,64.6296,-480.787,-4354.36,8705.78
52,3,63.8148,-469.807,-4302.95,8597.26
53,3,62.9755,-458.739,-4252.16,8490.03
54,3,62.1097,-447.586,-4202.05,8384.18
55,3,61.2157,-436.349,-4152.67,8279.84
56,3,60.2913,-425.028,-4104.07,8177.11
57,3,59.3344,-413.624,-4056.32,8076.09
58,3,58.3429,-402.137,-4009.45,7976.89
59,3,57.3145,-390.57,-3963.53,7879.6
60,3,56.2469,-378.922,-3918.6,7784.32
61,3,55.1381,-367.194,-3874.72,7691.14
62,3,53.9858,-355.386,-3831.94,7600.16
63,3,52.7879,-343.501,-3790.3,7511.46
64,3,51.5424,-331.538,-3749.87,7425.12
65,3,50.2473,-319.499,-3710.69,7341.23
66,3,48.9009,-307.385,-3672.81,7259.87
67,3,47.5015,-295.196,-3636.28,7181.12
68,3,46.0476,-282.935,-3601.16,7105.03
69,3,44.5379,-270.604,-3567.47,7031.7
70,3,42.9713,-258.203,-3535.29,6961.17
71,3,41.3468,-245.735,-3504.65,6893.52
72,3,39.6638,-233.202,-3475.59,6828.8
73,3,37.9218,-220.606,-3448.17,6767.08
74,3,36.1206,-207.95,-3422.43,6708.4
75,3,34.2602,-195.237,-3398.41,6652.81
76,3,32.3409,-182.469,-3376.15,6600.37
77,3,30.3632,-169.649,-3355.69,6551.12
78,3,28.3279,-156.781,-3337.08,6505.1
79,3,26.2361,-143.869,-3320.35,6462.34
80,3,24.0889,-130.915,-3305.53,6422.88
81,3,21.8879,-117.924,-3292.66,6386.75
82,3,19.6347,-104.899,-3281.77,6353.98
83,3,17.3314,-91.8445,-3272.89,6324.58
84,3,14.9799,-78.7649,-3266.05,6298.59
85,3,12.5826,-65.6643,-3261.28,6276.02
86,3,10.142,-52.5469,-3258.59,6256.87
87,3,7.66069,-39.4174,-3258.01,6241.16
88,3,5.14133,-26.28,-3259.56,6228.9
89,3,2.5868,-13.1394,-3263.25,6220.09
90,3,-1.565e-13,-6.03313e-13,-3269.09,6214.72
-90,4,1.83311e-13,1.37328e-13,-3878.4,6666.83
-89,4,3.1458,-15.2636,-3872.02,6672.65
-88,4,6.25742,-30.5358,-3867.76,6681.47
-87,4,9.33472,-45.8178,-3865.6,6693.29
-86,4,12.3776,-61.1111,-3865.52,6708.12
-85,4,15.3859,-76.4169,-3867.51,6725.96
-84,4,18.3597,-91.7366,-3871.54,6746.81
-83,4,21.2987,-107.071,-3877.59,6770.68
-82,4,24.2031,-122.422,-3885.63,6797.54
-81,4,27.0729,-137.789,-3895.63,6827.42
-80,4,29.908,-153.173,-3907.57,6860.3
-79,4,32.7086,-168.576,-3921.41,6896.17
-78,4,35.4747,-183.997,-3937.1,6935.03
-77,4,38.2065,-199.436,-3954.61,6976.87
-76,4,40.9043,-214.893,-3973.9,7021.68
-75,4,43.5682,-230.368,-3994.92,7069.43
-74,4,46.1985,-245.861,-4017.64,7120.11
-73,4,48.7955,-261.37,-4041.99,7173.71
-72,4,51.3596,-276.894,-4067.94,7230.2
-71,4,53.8912,-292.432,-4095.43,7289.55
-70,4,56.3907,-307.982,-4124.42,7351.73
-69,4,58.8585,-323.541,-4154.84,7416.71
-68,4,61.2953,-339.109,-4186.64,7484.45
-67,4,63.7016,-354.68,-4219.78,7554.92
-66,4,66.078,-370.254,-4254.19,7628.05
-65,4,68.425,-385.826,-4289.82,7703.82
-64,4,70.7435,-401.392,-4326.6,7782.15
-63,4,73.0342,-416.949,-4364.49,7862.99
-62,4,75.2977,-432.491,-4403.43,7946.29
-61,4,77.5348,-448.015,-4443.35,8031.96
-60,4,79.7465,-463.515,-4484.2,8119.95
-59,4,81.9334,-478.985,-4525.92,8210.16
-58,4,84.0965,-494.421,-4568.45,8302.52
-57,4,86.2367,-509.815,-4611.73,8396.94
-56,4,88.3549,-525.161,-4655.7,8493.33
-55,4,90.452,-540.453,-4700.3,8591.58
-54,4,92.5289,-555.684,-4745.48,8691.61
-53,4,94.5866,-570.846,-4791.17,8793.29
-52,4,96.626,-585.931,-4837.31,8896.52
-51,4,98.6481,-600.933,-4883.85,9001.18
-50,4,100.654,-615.843,-4930.72,9107.15
-49,4,102.644,-630.653,-4977.87,9214.31
-48,4,104.62,-645.355,-5025.24,9322.51
-47,4,106.582,-659.939,-5072.76,9431.64
-46,4,108.532,-674.398,-5120.39,9541.55
-45,4,110.47,-688.722,-5168.05,9652.1
-44,4,112.397,-702.902,-5215.69,9763.14
-43,4,114.314,-716.929,-5263.26,9874.54
-42,4,116.221,-730.795,-5310.68,9986.13
-41,4,118.12,-744.489,-5357.91,10097.8
-40,4,120.01,-758.003,-5404.88,10209.3
-39,4,121.894,-771.327,-5451.53,10320.6
-38,4,123.77,-784.453,-5497.81,10431.4
-37,4,125.64,-797.369,-5543.65,10541.7
-36,4,127.504,-810.069,-5589,10651.2
-35,4,129.362,-822.541,-5633.8,10759.8
-34,4,131.215,-834.777,-5677.98,10867.4
-33,4,133.062,-846.768,-5721.5,10973.7
-32,4,134.903,-858.505,-5764.28,11078.7
-31,4,136.738,-869.979,-5806.27,11182.1
-30,4,138.568,-881.18,-5847.42,11283.8
-29,4,140.391,-892.102,-5887.66,11383.6
-28,4,142.207,-902.734,-5926.95,11481.5
-27,4,144.016,-913.068,-5965.21,11577.2
-26,4,145.816,-923.097,-6002.39,11670.6
-25,4,147.606,-932.812,-6038.45,11761.5
-24,4,149.386,-942.205,-6073.32,11849.9
-23,4,151.154,-951.268,-6106.95,11935.5
-22,4,152.909,-959.995,-6139.29,12018.3
-21,4,154.65,-968.378,-6170.29,12098.1
-20,4,156.373,-976.409,-6199.89,12174.7
-19,4,158.079,-984.082,-6228.04,12248.1
-18,4,159.764,-991.391,-6254.71,12318.2
-17,4,161.426,-998.329,-6279.84,12384.8
-16,4,163.064,-1004.89,-6303.39,12447.8
-15,4,164.675,-1011.07,-6325.32,12507.2
-14,4,166.256,-1016.86,-6345.58,12562.8
-13,4,167.805,-1022.26,-6364.15,12614.6
-12,4,169.32,-1027.25,-6380.97,12662.5
-11,4,170.796,-1031.85,-6396.03,12706.3
-10,4,172.232,-1036.04,-6409.28,12746.1
-9,4,173.625,-1039.82,-6420.71,12781.8
-8,4,174.971,-1043.19,-6430.28,12813.2
-7,4,176.268,-1046.14,-6437.97,12840.5
-6,4,177.512,-1048.67,-6443.77,12863.5
-5,4,178.701,-1050.78,-6447.65,12882.2
-4,4,179.832,-1052.47,-6449.6,12896.5
-3,4,180.902,-1053.73,-6449.61,12906.5
-2,4,181.908,-1054.57,-6447.68,12912.2
-1,4,182.847,-1054.99,-6443.8,12913.5
0,4,183.717,-1054.98,-6437.96,12910.4
1,4,184.514,-1054.54,-6430.17,12902.9
2,4,185.237,-1053.68,-6420.44,12891.1
3,4,185.884,-1052.41,-6408.78,12875
4,4,186.451,-1050.71,-6395.18,12854.6
5,4,186.938,-1048.59,-6379.69,12829.9
6,4,187.343,-1046.06,-6362.3,12801
7,4,187.663,-1043.13,-6343.04,12768
8,4,187.898,-1039.78,-6321.93,12730.8
9,4,188.046,-1036.04,-6299.02,12689.5
10,4,188.107,-1031.89,-6274.31,12644.3
11,4,188.08,-1027.36,-6247.85,12595.1
12,4,187.964,-1022.44,-6219.68,12542.1
13,4,187.76,-1017.14,-6189.83,12485.4
14,4,187.467,-1011.47,-6158.34,12424.9
15,4,187.086,-1005.44,-6125.26,12360.9
16,4,186.618,-999.045,-6090.63,12293.4
17,4,186.063,-992.301,-6054.5,12222.5
18,4,185.422,-985.215,-6016.93,12148.3
19,4,184.696,-977.793,-5977.96,12070.9
20,4,183.888,-970.046,-5937.64,11990.5
21,4,182.998,-961.98,-5896.04,11907.1
22,4,182.029,-953.606,-5853.21,11820.9
23,4,180.982,-944.931,-5809.21,11732
24,4,179.86,-935.965,-5764.09,11640.6
25,4,178.665,-926.717,-5717.92,11546.7
26,4,177.399,-917.195,-5670.76,11450.4
27,4,176.065,-907.408,-5622.66,11352
28,4,174.666,-897.366,-5573.7,11251.6
29,4,173.204,-887.076,-5523.93,11149.2
30,4,171.681,-876.549,-5473.42,11045.1
31,4,170.101,-865.791,-5422.23,10939.3
32,4,168.466,-854.812,-5370.42,10832
33,4,166.778,-843.619,-5318.05,10723.4
34,4,165.04,-832.221,-5265.2,10613.6
35,4,163.255,-820.625,-5211.92,10502.7
36,4,161.425,-808.839,-5158.27,10390.8
37,4,159.551,-796.869,-5104.32,10278.2
38,4,157.636,-784.722,-5050.13,10164.9
39,4,155.682,-772.405,-4995.76,10051.1
40,4,153.691,-759.924,-4941.27,9936.92
41,4,151.664,-747.285,-4886.73,9822.5
42,4,149.602,-734.493,-4832.18,9707.97
43,4,147.507,-721.554,-4777.7,9593.48
44,4,145.379,-708.471,-4723.33,9479.15
45,4,143.219,-695.251,-4669.15,9365.12
46,4,141.027,-681.896,-4615.2,9251.52
47,4,138.804,-668.411,-4561.55,9138.47
48,4,136.551,-654.8,-4508.24,9026.09
49,4,134.265,-641.065,-4455.34,8914.53
50,4,131.948,-627.209,-4402.9,8803.88
51,4,129.599,-613.237,-4350.98,8694.29
52,4,127.216,-599.149,-4299.63,8585.85
53,4,124.799,-584.948,-4248.91,8478.69
54,4,122.346,-570.637,-4198.87,8372.93
55,4,119.857,-556.218,-4149.56,8268.66
56,4,117.33,-541.692,-4101.03,8165.99
57,4,114.764,-527.061,-4053.35,8065.04
58,4,112.156,-512.328,-4006.56,7965.89
59,4,109.505,-497.492,-3960.71,7868.66
60,4,106.81,-482.557,-3915.86,7773.44
61,4,104.069,-467.524,-3872.05,7680.31
62,4,101.279,-452.395,-3829.35,7589.38
63,4,98.4398,-437.17,-3787.8,7500.72
64,4,95.5489,-421.853,-3747.44,7414.43
65,4,92.6048,-406.444,-3708.34,7330.58
66,4,89.606,-390.946,-3670.53,7249.26
67,4,86.551,-375.36,-3634.08,7170.54
68,4,83.4385,-359.689,-3599.02,7094.49
69,4,80.2673,-343.936,-3565.41,7021.18
70,4,77.0364,-328.102,-3533.3,6950.68
71,4,73.7448,-312.191,-3502.73,6883.05
72,4,70.3918,-296.205,-3473.74,6818.36
73,4,66.9771,-280.147,-3446.38,6756.66
74,4,63.5003,-264.021,-3420.7,6698
75,4,59.9613,-247.829,-3396.74,6642.43
76,4,56.3602,-231.576,-3374.53,6590.01
77,4,52.6974,-215.266,-3354.13,6540.77
78,4,48.9735,-198.902,-3335.56,6494.76
79,4,45.1892,-182.488,-3318.87,6452.01
80,4,41.3455,-166.029,-3304.1,6412.56
81,4,37.4437,-149.529,-3291.26,6376.44
82,4,33.4851,-132.994,-3280.4,6343.68
83,4,29.4714,-116.426,-3271.55,6314.29
84,4,25.4043,-99.8328,-3264.74,6288.31
85,4,21.2858,-83.2177,-3259.98,6265.74
86,4,17.118,-66.5863,-3257.3,6246.6
87,4,12.9031,-49.9435,-3256.73,6230.89
88,4,8.64349,-33.2947,-3258.28,6218.63
89,4,4.3416,-16.6451,-3261.97,6209.82
90,4,1.24063e-13,3.34895e-13,-3267.8,6204.46
-90,5,4.1008e-13,1.86728e-13,-3873.4,6657.98
-89,5,4.92868,-18.6369,-3867.03,6663.79
-88,5,9.81595,-37.2861,-3862.78,6672.59
-87,5,14.662,-55.9487,-3860.64,6684.39
-86,5,19.4669,-74.6258,-3860.57,6699.18
-85,5,24.231,-93.3185,-3862.58,6716.98
-84,5,28.9544,-112.028,-3866.63,6737.78
-83,5,33.6374,-130.754,-3872.7,6761.58
-82,5,38.2802,-149.499,-3880.77,6788.38
-81,5,42.883,-168.262,-3890.81,6818.18
-80,5,47.4462,-187.044,-3902.77,6850.97
-79,5,51.97,-205.846,-3916.64,6886.75
-78,5,56.4548,-224.666,-3932.37,6925.51
-77,5,60.9009,-243.506,-3949.92,6967.24
-76,5,65.3086,-262.363,-3969.25,7011.92
-75,5,69.6782,-281.238,-3990.31,7059.55
-74,5,74.0102,-300.13,-4013.07,7110.11
-73,5,78.3048,-319.036,-4037.47,7163.57
-72,5,82.5626,-337.956,-4063.47,7219.91
-71,5,86.7838,-356.887,-4091.01,7279.1
-70,5,90.969,-375.826,-4120.04,7341.13
-69,5,95.1184,-394.772,-4150.52,7405.94
-68,5,99.2326,-413.721,-4182.38,7473.51
-67,5,103.312,-432.669,-4215.57,7543.8
-66,5,107.357,-451.613,-4250.04,7616.75
-65,5,111.368,-470.548,-4285.73,7692.33
-64,5,115.345,-489.47,-4322.58,7770.47
-63,5,119.289,-508.374,-4360.54,7851.12
-62,5,123.2,-527.254,-4399.54,7934.21
-61,5,127.08,-546.105,-4439.52,8019.68
-60,5,130.927,-564.921,-4480.44,8107.46
-59,5,134.743,-583.694,-4522.23,8197.46
-58,5,138.527,-602.419,-4564.82,8289.61
-57,5,142.282,-621.088,-4608.17,8383.82
-56,5,146.005,-639.692,-4652.21,8479.99
-55,5,149.699,-658.225,-4696.88,8578.02
-54,5,153.364,-676.678,-4742.13,8677.83
-53,5,156.999,-695.043,-4787.88,8779.29
-52,5,160.605,-713.31,-4834.09,8882.3
-51,5,164.183,-731.471,-4880.7,8986.74
-50,5,167.732,-749.515,-4927.64,9092.49
-49,5,171.253,-767.434,-4974.85,9199.42
-48,5,174.747,-785.217,-5022.28,9307.41
-47,5,178.212,-802.854,-5069.86,9416.31
-46,5,181.651,-820.336,-5117.54,9526.01
-45,5,185.061,-837.651,-5165.26,9636.34
-44,5,188.445,-854.789,-5212.95,9747.18
-43,5,191.801,-871.739,-5260.57,9858.36
-42,5,195.129,-888.491,-5308.04,9969.75
-41,5,198.43,-905.033,-5355.31,10081.2
-40,5,201.704,-921.355,-5402.32,10192.5
-39,5,204.949,-937.445,-5449.01,10303.6
-38,5,208.167,-953.293,-5495.32,10414.2
-37,5,211.355,-968.887,-5541.19,10524.3
-36,5,214.515,-984.217,-5586.57,10633.6
-35,5,217.646,-999.272,-5631.38,10742.1
-34,5,220.746,-1014.04,-5675.59,10849.5
-33,5,223.815,-1028.51,-5719.11,10955.6
-32,5,226.853,-1042.68,-5761.9,11060.4
-31,5,229.857,-1056.52,-5803.9,11163.7
-30,5,232.828,-1070.04,-5845.04,11265.2
-29,5,235.765,-1083.22,-5885.28,11364.9
-28,5,238.665,-1096.04,-5924.55,11462.7
-27,5,241.527,-1108.51,-5962.8,11558.2
-26,5,244.35,-1120.61,-5999.96,11651.5
-25,5,247.132,-1132.34,-6036,11742.3
-24,5,249.871,-1143.67,-6070.84,11830.5
-23,5,252.566,-1154.61,-6104.43,11916
-22,5,255.214,-1165.14,-6136.74,11998.7
-21,5,257.813,-1175.25,-6167.69,12078.4
-20,5,260.36,-1184.95,-6197.24,12154.9
-19,5,262.854,-1194.21,-6225.35,12228.3
-18,5,265.291,-1203.03,-6251.96,12298.3
-17,5,267.669,-1211.41,-6277.04,12364.8
-16,5,269.985,-1219.33,-6300.52,12427.8
-15,5,272.236,-1226.79,-6322.39,12487.1
-14,5,274.419,-1233.79,-6342.58,12542.6
-13,5,276.531,-1240.31,-6361.07,12594.4
-12,5,278.569,-1246.36,-6377.82,12642.2
-11,5,280.53,-1251.92,-6392.8,12686
-10,5,282.409,-1257,-6405.98,12725.7
-9,5,284.205,-1261.58,-6417.32,12761.4
-8,5,285.913,-1265.66,-6426.81,12792.8
-7,5,287.531,-1269.24,-6434.41,12820.1
-6,5,289.055,-1272.32,-6440.12,12843
-5,5,290.481,-1274.9,-6443.91,12861.7
-4,5,291.807,-1276.96,-6445.78,12876.1
-3,5,293.03,-1278.52,-6445.7,12886.1
-2,5,294.146,-1279.57,-6443.68,12891.7
-1,5,295.152,-1280.11,-6439.7,12893
0,5,296.046,-1280.13,-6433.77,12890
1,5,296.826,-1279.65,-6425.9,12882.6
2,5,297.488,-1278.66,-6416.07,12870.8
3,5,298.03,-1277.16,-6404.32,12854.7
4,5,298.45,-1275.16,-6390.64,12834.4
5,5,298.747,-1272.65,-6375.05,12809.8
6,5,298.918,-1269.65,-6357.58,12780.9
7,5,298.963,-1266.16,-6338.24,12747.9
8,5,298.88,-1262.17,-6317.05,12710.8
9,5,298.668,-1257.71,-6294.05,12669.7
10,5,298.326,-1252.76,-6269.27,12624.5
11,5,297.855,-1247.34,-6242.74,12575.4
12,5,297.253,-1241.46,-6214.5,12522.5
13,5,296.522,-1235.12,-6184.58,12465.9
14,5,295.662,-1228.33,-6153.02,12405.5
15,5,294.673,-1221.09,-6119.88,12341.6
16,5,293.557,-1213.42,-6085.2,12274.2
17,5,292.315,-1205.33,-6049.02,12203.4
18,5,290.948,-1196.82,-6011.39,12129.3
19,5,289.459,-1187.9,-5972.37,12052.1
20,5,287.849,-1178.58,-5932.02,11971.8
21,5,286.121,-1168.88,-5890.38,11888.5
22,5,284.277,-1158.8,-5847.52,11802.5
23,5,282.32,-1148.35,-5803.48,11713.7
24,5,280.252,-1137.54,-5758.34,11622.4
25,5,278.078,-1126.38,-5712.15,11528.6
26,5,275.799,-1114.89,-5664.97,11432.5
27,5,273.42,-1103.08,-5616.86,11334.3
28,5,270.944,-1090.94,-5567.89,11234
29,5,268.373,-1078.5,-5518.12,11131.8
30,5,265.713,-1065.77,-5467.61,11027.8
31,5,262.965,-1052.75,-5416.42,10922.1
32,5,260.135,-1039.45,-5364.62,10815
33,5,257.224,-1025.89,-5312.27,10706.6
34,5,254.237,-1012.07,-5259.44,10596.9
35,5,251.177,-997.999,-5206.18,10486.1
36,5,248.048,-983.693,-5152.56,10374.4
37,5,244.851,-969.156,-5098.64,10261.9
38,5,241.591,-954.398,-5044.48,10148.8
39,5,238.27,-939.425,-4990.15,10035.1
40,5,234.89,-924.246,-4935.7,9921.08
41,5,231.455,-908.867,-4881.2,9806.8
42,5,227.967,-893.297,-4826.7,9692.41
43,5,224.427,-877.54,-4772.27,9578.05
44,5,220.837,-861.604,-4717.96,9463.86
45,5,217.199,-845.494,-4663.84,9349.96
46,5,213.515,-829.215,-4609.95,9236.48
47,5,209.785,-812.774,-4556.36,9123.55
48,5,206.01,-796.174,-4503.12,9011.3
49,5,202.191,-779.42,-4450.29,8899.85
50,5,198.329,-762.517,-4397.93,8789.33
51,5,194.423,-745.467,-4346.08,8679.84
52,5,190.473,-728.276,-4294.81,8571.52
53,5,186.48,-710.947,-4244.16,8464.46
54,5,182.442,-693.482,-4194.2,8358.79
55,5,178.36,-675.885,-4144.97,8254.62
56,5,174.232,-658.158,-4096.53,8152.05
57,5,170.058,-640.305,-4048.93,8051.18
58,5,165.836,-622.328,-4002.22,7952.13
59,5,161.566,-604.23,-3956.46,7854.98
60,5,157.246,-586.013,-3911.7,7759.83
61,5,152.874,-567.68,-3867.98,7666.78
62,5,148.45,-549.233,-3825.36,7575.92
63,5,143.972,-530.674,-3783.89,7487.33
64,5,139.439,-512.007,-3743.62,7401.11
65,5,134.849,-493.234,-3704.61,7317.32
66,5,130.201,-474.357,-3666.89,7236.06
67,5,125.494,-455.379,-3630.52,7157.39
68,5,120.726,-436.304,-3595.54,7081.39
69,5,115.897,-417.135,-3562.01,7008.14
70,5,111.005,-397.874,-3529.98,6937.68
71,5,106.051,-378.525,-3499.48,6870.1
72,5,101.032,-359.092,-3470.56,6805.45
73,5,95.9486,-339.578,-3443.28,6743.78
74,5,90.8004,-319.987,-3417.66,6685.16
75,5,85.5871,-300.324,-3393.76,6629.63
76,5,80.3087,-280.593,-3371.62,6577.24
77,5,74.9653,-260.798,-3351.27,6528.03
78,5,69.5574,-240.943,-3332.76,6482.04
79,5,64.0854,-221.035,-3316.12,6439.32
80,5,58.5501,-201.077,-3301.38,6399.89
81,5,52.9524,-181.076,-3288.58,6363.79
82,5,47.2935,-161.035,-3277.76,6331.05
83,5,41.5745,-140.962,-3268.94,6301.68
84,5,35.797,-120.861,-3262.14,6275.71
85,5,29.9624,-100.738,-3257.4,6253.15
86,5,24.0726,-80.599,-3254.74,6234.02
87,5,18.1295,-60.4497,-3254.17,6218.32
88,5,12.1349,-40.2961,-3255.72,6206.07
89,5,6.09103,-20.1442,-3259.4,6197.27
