Theta[deg],Phi[deg],re(rEPhi)[mV],im(rEPhi)[mV],re(rETheta)[mV],im(rETheta)[mV]
86,102,362.069,-722.371,948.454,-1528.46
87,102,272.063,-541.437,949.528,-1525.21
88,102,181.733,-360.737,950.778,-1522.58
89,102,91.0546,-180.261,952.204,-1520.58
90,102,1.14367e-13,6.16034e-13,953.808,-1519.21
-90,103,-0,3.00235e-13,292.927,-1218.88
-89,103,98.2203,-180.994,291.8,-1219.6
-88,103,196.056,-362.207,291.133,-1221.1
-87,103,293.525,-543.64,290.925,-1223.38
-86,103,390.647,-725.29,291.172,-1226.45
-85,103,487.441,-907.158,291.873,-1230.3
-84,103,583.924,-1089.24,293.022,-1234.94
-83,103,680.115,-1271.54,294.618,-1240.36
-82,103,776.032,-1454.04,296.656,-1246.57
-81,103,871.693,-1636.74,299.132,-1253.57
-80,103,967.114,-1819.65,302.042,-1261.36
-79,103,1062.31,-2002.74,305.382,-1269.93
-78,103,1157.3,-2186.01,309.147,-1279.3
-77,103,1252.1,-2369.44,313.333,-1289.44
-76,103,1346.72,-2553.03,317.934,-1300.37
-75,103,1441.17,-2736.76,322.945,-1312.09
-74,103,1535.47,-2920.61,328.36,-1324.58
-73,103,1629.62,-3104.56,334.175,-1337.86
-72,103,1723.64,-3288.58,340.383,-1351.9
-71,103,1817.53,-3472.66,346.978,-1366.72
-70,103,1911.29,-3656.77,353.954,-1382.3
-69,103,2004.93,-3840.87,361.304,-1398.65
-68,103,2098.46,-4024.94,369.022,-1415.74
-67,103,2191.86,-4208.94,377.101,-1433.59
-66,103,2285.15,-4392.83,385.534,-1452.17
-65,103,2378.3,-4576.58,394.313,-1471.48
-64,103,2471.33,-4760.13,403.432,-1491.52
-63,103,2564.21,-4943.45,412.882,-1512.26
-62,103,2656.93,-5126.48,422.656,-1533.7
-61,103,2749.49,-5309.18,432.745,-1555.83
-60,103,2841.86,-5491.49,443.141,-1578.63
-59,103,2934.02,-5673.36,453.837,-1602.08
-58,103,3025.95,-5854.72,464.823,-1626.18
-57,103,3117.63,-6035.51,476.09,-1650.89
-56,103,3209.02,-6215.68,487.63,-1676.21
-55,103,3300.09,-6395.14,499.432,-1702.11
-54,103,3390.82,-6573.84,511.488,-1728.58
-53,103,3481.17,-6751.7,523.788,-1755.59
-52,103,3571.09,-6928.65,536.321,-1783.11
-51,103,3660.54,-7104.61,549.078,-1811.13
-50,103,3749.49,-7279.5,562.047,-1839.61
-49,103,3837.88,-7453.24,575.219,-1868.53
-48,103,3925.67,-7625.75,588.582,-1897.86
-47,103,4012.8,-7796.94,602.125,-1927.57
-46,103,4099.23,-7966.73,615.836,-1957.63
-45,103,4184.89,-8135.02,629.704,-1988
-44,103,4269.74,-8301.72,643.716,-2018.66
-43,103,4353.71,-8466.75,657.86,-2049.57
-42,103,4436.74,-8630,672.123,-2080.7
-41,103,4518.78,-8791.38,686.493,-2112
-40,103,4599.75,-8950.79,700.956,-2143.45
-39,103,4679.61,-9108.14,715.499,-2175
-38,103,4758.29,-9263.32,730.108,-2206.62
-37,103,4835.72,-9416.24,744.769,-2238.26
-36,103,4911.84,-9566.79,759.468,-2269.88
-35,103,4986.59,-9714.86,774.19,-2301.46
-34,103,5059.9,-9860.36,788.921,-2332.93
-33,103,5131.71,-10003.2,803.646,-2364.27
-32,103,5201.97,-10143.2,818.35,-2395.43
-31,103,5270.59,-10280.4,833.018,-2426.36
-30,103,5337.53,-10414.5,847.634,-2457.04
-29,103,5402.73,-10545.6,862.183,-2487.4
-28,103,5466.13,-10673.5,876.649,-2517.42
-27,103,5527.66,-10798,891.017,-2547.04
-26,103,5587.28,-10919.2,905.271,-2576.23
-25,103,5644.93,-11036.8,919.396,-2604.94
-24,103,5700.55,-11150.9,933.376,-2633.14
-23,103,5754.11,-11261.2,947.195,-2660.78
-22,103,5805.54,-11367.7,960.837,-2687.82
-21,103,5854.8,-11470.4,974.289,-2714.22
-20,103,5901.85,-11569,987.533,-2739.94
-19,103,5946.64,-11663.6,1000.56,-2764.94
-18,103,5989.14,-11754,1013.34,-2789.19
-17,103,6029.3,-11840.1,1025.88,-2812.65
-16,103,6067.1,-11921.9,1038.15,-2835.29
-15,103,6102.49,-11999.3,1050.14,-2857.06
-14,103,6135.45,-12072.1,1061.84,-2877.94
-13,103,6165.95,-12140.4,1073.23,-2897.9
-12,103,6193.96,-12204.1,1084.3,-2916.9
-11,103,6219.47,-12263,1095.05,-2934.92
-10,103,6242.44,-12317.2,1105.45,-2951.92
-9,103,6262.85,-12366.6,1115.5,-2967.89
-8,103,6280.71,-12411.1,1125.19,-2982.8
-7,103,6295.98,-12450.6,1134.5,-2996.63
-6,103,6308.66,-12485.2,1143.43,-3009.35
-5,103,6318.74,-12514.8,1151.97,-3020.95
-4,103,6326.21,-12539.3,1160.12,-3031.42
-3,103,6331.06,-12558.7,1167.85,-3040.73
-2,103,6333.31,-12573.1,1175.18,-3048.87
-1,103,6332.94,-12582.3,1182.09,-3055.83
0,103,6329.96,-12586.4,1188.57,-3061.61
1,103,6324.37,-12585.3,1194.63,-3066.2
2,103,6316.19,-12579.1,1200.27,-3069.59
3,103,6305.41,-12567.8,1205.47,-3071.78
4,103,6292.06,-12551.3,1210.24,-3072.77
5,103,6276.15,-12529.7,1214.58,-3072.55
6,103,6257.69,-12503,1218.48,-3071.15
7,103,6236.7,-12471.2,1221.96,-3068.55
8,103,6213.21,-12434.4,1225.01,-3064.77
9,103,6187.23,-12392.5,1227.63,-3059.82
10,103,6158.8,-12345.7,1229.83,-3053.71
11,103,6127.94,-12293.9,1231.61,-3046.46
12,103,6094.68,-12237.3,1232.99,-3038.07
13,103,6059.05,-12175.8,1233.96,-3028.58
14,103,6021.09,-12109.5,1234.53,-3017.99
15,103,5980.83,-12038.5,1234.71,-3006.34
16,103,5938.31,-11962.9,1234.51,-2993.64
17,103,5893.58,-11882.7,1233.94,-2979.92
18,103,5846.68,-11797.9,1233.01,-2965.21
19,103,5797.64,-11708.8,1231.72,-2949.54
20,103,5746.53,-11615.3,1230.1,-2932.93
21,103,5693.38,-11517.6,1228.16,-2915.43
22,103,5638.24,-11415.7,1225.89,-2897.06
23,103,5581.18,-11309.7,1223.33,-2877.87
24,103,5522.24,-11199.7,1220.48,-2857.88
25,103,5461.47,-11085.8,1217.35,-2837.13
26,103,5398.94,-10968.2,1213.97,-2815.68
27,103,5334.71,-10846.9,1210.33,-2793.54
28,103,5268.82,-10722,1206.47,-2770.77
29,103,5201.35,-10593.6,1202.39,-2747.41
30,103,5132.36,-10461.9,1198.12,-2723.5
31,103,5061.9,-10326.9,1193.66,-2699.08
32,103,4990.04,-10188.8,1189.02,-2674.2
33,103,4916.84,-10047.6,1184.24,-2648.9
34,103,4842.37,-9903.48,1179.31,-2623.22
35,103,4766.69,-9756.56,1174.27,-2597.21
36,103,4689.87,-9606.94,1169.11,-2570.92
37,103,4611.96,-9454.72,1163.87,-2544.39
38,103,4533.04,-9300.03,1158.54,-2517.66
39,103,4453.16,-9142.98,1153.15,-2490.78
40,103,4372.39,-8983.66,1147.72,-2463.78
41,103,4290.79,-8822.2,1142.24,-2436.72
42,103,4208.42,-8658.7,1136.75,-2409.64
43,103,4125.33,-8493.28,1131.25,-2382.57
44,103,4041.59,-8326.03,1125.76,-2355.57
45,103,3957.26,-8157.07,1120.29,-2328.66
46,103,3872.38,-7986.49,1114.84,-2301.89
47,103,3787.01,-7814.41,1109.44,-2275.29
48,103,3701.2,-7640.92,1104.1,-2248.91
49,103,3615,-7466.13,1098.81,-2222.77
50,103,3528.45,-7290.12,1093.61,-2196.92
51,103,3441.6,-7112.99,1088.48,-2171.38
52,103,3354.5,-6934.83,1083.46,-2146.18
53,103,3267.17,-6755.74,1078.53,-2121.36
54,103,3179.65,-6575.79,1073.72,-2096.95
55,103,3091.99,-6395.08,1069.02,-2072.97
56,103,3004.2,-6213.69,1064.45,-2049.45
57,103,2916.33,-6031.68,1060.01,-2026.41
58,103,2828.38,-5849.14,1055.72,-2003.87
59,103,2740.39,-5666.14,1051.57,-1981.86
60,103,2652.38,-5482.75,1047.57,-1960.39
61,103,2564.36,-5299.03,1043.72,-1939.49
62,103,2476.34,-5115.04,1040.04,-1919.16
63,103,2388.34,-4930.84,1036.52,-1899.43
64,103,2300.37,-4746.49,1033.17,-1880.31
65,103,2212.43,-4562.03,1030,-1861.82
66,103,2124.52,-4377.52,1026.99,-1843.95
67,103,2036.65,-4193.01,1024.17,-1826.73
68,103,1948.82,-4008.52,1021.53,-1810.16
69,103,1861.02,-3824.1,1019.07,-1794.25
70,103,1773.25,-3639.78,1016.79,-1779.01
71,103,1685.49,-3455.59,1014.71,-1764.44
72,103,1597.75,-3271.56,1012.81,-1750.54
73,103,1510,-3087.72,1011.1,-1737.33
74,103,1422.24,-2904.08,1009.58,-1724.8
75,103,1334.44,-2720.66,1008.26,-1712.96
76,103,1246.6,-2537.48,1007.13,-1701.81
77,103,1158.69,-2354.54,1006.2,-1691.35
78,103,1070.7,-2171.86,1005.46,-1681.59
79,103,982.607,-1989.45,1004.92,-1672.51
80,103,894.386,-1807.3,1004.57,-1664.13
81,103,806.016,-1625.42,1004.43,-1656.44
82,103,717.475,-1443.81,1004.49,-1649.44
83,103,628.738,-1262.47,1004.74,-1643.14
84,103,539.782,-1081.38,1005.2,-1637.53
85,103,450.58,-900.557,1005.87,-1632.61
86,103,361.109,-719.981,1006.73,-1628.38
87,103,271.341,-539.646,1007.81,-1624.84
88,103,181.251,-359.544,1009.09,-1621.99
89,103,90.8126,-179.666,1010.57,-1619.83
90,103,4.45195e-13,8.32022e-14,1012.27,-1618.35
-90,104,3.16459e-13,4.38307e-13,348.069,-1320.05
-89,104,97.9356,-180.357,346.849,-1320.86
-88,104,195.488,-360.933,346.131,-1322.51
-87,104,292.675,-541.726,345.913,-1325
-86,104,389.515,-722.734,346.191,-1328.34
-85,104,486.028,-903.958,346.963,-1332.52
-84,104,582.232,-1085.39,348.223,-1337.55
-83,104,678.144,-1267.04,349.969,-1343.42
-82,104,773.783,-1448.88,352.197,-1350.14
-81,104,869.165,-1630.93,354.902,-1357.71
-80,104,964.309,-1813.17,358.078,-1366.12
-79,104,1059.23,-1995.58,361.723,-1375.38
-78,104,1153.94,-2178.18,365.829,-1385.48
-77,104,1248.46,-2360.93,370.392,-1396.42
-76,104,1342.8,-2543.83,375.406,-1408.21
-75,104,1436.98,-2726.86,380.866,-1420.83
-74,104,1531,-2910.01,386.764,-1434.29
-73,104,1624.87,-3093.25,393.094,-1448.59
-72,104,1718.6,-3276.56,399.851,-1463.71
-71,104,1812.21,-3459.92,407.026,-1479.65
-70,104,1905.69,-3643.29,414.613,-1496.42
-69,104,1999.05,-3826.66,422.605,-1513.99
-68,104,2092.29,-4009.99,430.993,-1532.37
-67,104,2185.41,-4193.24,439.77,-1551.54
-66,104,2278.4,-4376.37,448.928,-1571.5
-65,104,2371.27,-4559.36,458.459,-1592.24
-64,104,2464,-4742.14,468.354,-1613.75
-63,104,2556.59,-4924.69,478.604,-1636.01
-62,104,2649.02,-5106.94,489.2,-1659.01
-61,104,2741.28,-5288.86,500.134,-1682.74
-60,104,2833.35,-5470.38,511.396,-1707.17
-59,104,2925.21,-5651.45,522.975,-1732.31
-58,104,3016.83,-5832.02,534.863,-1758.12
-57,104,3108.2,-6012.01,547.05,-1784.59
-56,104,3199.29,-6191.38,559.524,-1811.69
-55,104,3290.06,-6370.04,572.275,-1839.41
-54,104,3380.48,-6547.94,585.293,-1867.73
-53,104,3470.51,-6724.99,598.567,-1896.61
-52,104,3560.12,-6901.13,612.085,-1926.03
-51,104,3649.26,-7076.29,625.835,-1955.98
-50,104,3737.89,-7250.37,639.806,-1986.41
-49,104,3825.97,-7423.31,653.986,-2017.29
-48,104,3913.44,-7595.01,668.362,-2048.61
-47,104,4000.26,-7765.4,682.921,-2080.32
-46,104,4086.37,-7934.39,697.652,-2112.4
-45,104,4171.72,-8101.88,712.54,-2144.8
-44,104,4256.25,-8267.79,727.572,-2177.5
-43,104,4339.9,-8432.03,742.735,-2210.45
-42,104,4422.62,-8594.5,758.014,-2243.62
-41,104,4504.34,-8755.11,773.395,-2276.98
-40,104,4585.01,-8913.75,788.864,-2310.47
-39,104,4664.56,-9070.34,804.405,-2344.06
-38,104,4742.94,-9224.77,820.004,-2377.71
-37,104,4820.06,-9376.94,835.646,-2411.38
-36,104,4895.89,-9526.75,851.314,-2445.02
-35,104,4970.34,-9674.1,866.993,-2478.6
-34,104,5043.36,-9818.88,882.668,-2512.06
-33,104,5114.89,-9960.99,898.321,-2545.36
-32,104,5184.86,-10100.3,913.937,-2578.46
-31,104,5253.21,-10236.8,929.5,-2611.31
-30,104,5319.88,-10370.3,944.992,-2643.87
-29,104,5384.81,-10500.7,960.397,-2676.09
-28,104,5447.95,-10627.9,975.698,-2707.94
-27,104,5509.23,-10751.8,990.879,-2739.35
-26,104,5568.61,-10872.4,1005.92,-2770.29
-25,104,5626.02,-10989.4,1020.81,-2800.72
-24,104,5681.42,-11102.9,1035.53,-2830.58
-23,104,5734.75,-11212.7,1050.06,-2859.84
-22,104,5785.96,-11318.7,1064.39,-2888.45
-21,104,5835.02,-11420.8,1078.5,-2916.38
-20,104,5881.88,-11518.9,1092.37,-2943.57
-19,104,5926.48,-11613,1105.99,-2969.99
-18,104,5968.8,-11702.9,1119.34,-2995.6
-17,104,6008.8,-11788.6,1132.41,-3020.36
-16,104,6046.44,-11870,1145.19,-3044.23
-15,104,6081.69,-11946.9,1157.65,-3067.18
-14,104,6114.51,-12019.4,1169.78,-3089.17
-13,104,6144.88,-12087.4,1181.57,-3110.17
-12,104,6172.78,-12150.7,1193.02,-3130.15
-11,104,6198.17,-12209.4,1204.09,-3149.07
-10,104,6221.05,-12263.3,1214.79,-3166.92
-9,104,6241.39,-12312.4,1225.1,-3183.65
-8,104,6259.17,-12356.6,1235.01,-3199.25
-7,104,6274.38,-12396,1244.51,-3213.69
-6,104,6287.01,-12430.4,1253.59,-3226.95
-5,104,6297.05,-12459.8,1262.25,-3239.01
-4,104,6304.49,-12484.2,1270.47,-3249.86
-3,104,6309.33,-12503.5,1278.24,-3259.47
-2,104,6311.57,-12517.8,1285.57,-3267.85
-1,104,6311.21,-12527,1292.45,-3274.96
0,104,6308.25,-12531,1298.87,-3280.81
1,104,6302.69,-12530,1304.82,-3285.39
2,104,6294.55,-12523.8,1310.31,-3288.69
3,104,6283.83,-12512.6,1315.34,-3290.71
4,104,6270.54,-12496.2,1319.9,-3291.45
5,104,6254.71,-12474.7,1323.99,-3290.91
6,104,6236.33,-12448.1,1327.61,-3289.1
7,104,6215.45,-12416.5,1330.77,-3286.03
8,104,6192.06,-12379.9,1333.47,-3281.69
9,104,6166.21,-12338.3,1335.72,-3276.11
10,104,6137.9,-12291.7,1337.5,-3269.29
11,104,6107.18,-12240.2,1338.85,-3261.25
12,104,6074.07,-12183.8,1339.75,-3252.01
13,104,6038.6,-12122.6,1340.21,-3241.58
14,104,6000.81,-12056.7,1340.25,-3230
15,104,5960.73,-11986.1,1339.87,-3217.28
16,104,5918.41,-11910.9,1339.09,-3203.44
17,104,5873.87,-11831.1,1337.9,-3188.52
18,104,5827.17,-11746.8,1336.34,-3172.55
19,104,5778.35,-11658.1,1334.39,-3155.55
20,104,5727.46,-11565.1,1332.09,-3137.56
21,104,5674.53,-11467.8,1329.43,-3118.61
22,104,5619.64,-11366.5,1326.44,-3098.74
23,104,5562.82,-11261,1323.13,-3077.99
24,104,5504.12,-11151.6,1319.51,-3056.39
25,104,5443.62,-11038.3,1315.6,-3033.99
26,104,5381.35,-10921.3,1311.41,-3010.83
27,104,5317.38,-10800.6,1306.96,-2986.94
28,104,5251.77,-10676.3,1302.27,-2962.38
29,104,5184.57,-10548.6,1297.35,-2937.19
30,104,5115.86,-10417.5,1292.21,-2911.41
31,104,5045.68,-10283.2,1286.88,-2885.09
32,104,4974.11,-10145.7,1281.37,-2858.27
33,104,4901.21,-10005.3,1275.7,-2831.01
34,104,4827.03,-9861.86,1269.88,-2803.34
35,104,4751.65,-9715.66,1263.93,-2775.32
36,104,4675.12,-9566.77,1257.87,-2746.99
37,104,4597.51,-9415.3,1251.71,-2718.41
38,104,4518.89,-9261.36,1245.47,-2689.61
39,104,4439.31,-9105.05,1239.17,-2660.64
40,104,4358.84,-8946.5,1232.82,-2631.56
41,104,4277.54,-8785.82,1226.43,-2602.4
42,104,4195.47,-8623.1,1220.03,-2573.21
43,104,4112.69,-8458.45,1213.62,-2544.04
44,104,4029.25,-8292,1207.22,-2514.93
45,104,3945.22,-8123.83,1200.84,-2485.92
46,104,3860.64,-7954.05,1194.5,-2457.05
47,104,3775.56,-7782.77,1188.21,-2428.37
48,104,3690.05,-7610.09,1181.98,-2399.91
49,104,3604.14,-7436.09,1175.82,-2371.71
50,104,3517.89,-7260.89,1169.75,-2343.81
51,104,3431.33,-7084.57,1163.77,-2316.24
52,104,3344.51,-6907.22,1157.9,-2289.04
53,104,3257.47,-6728.94,1152.15,-2262.24
54,104,3170.24,-6549.8,1146.52,-2235.87
55,104,3082.86,-6369.9,1141.02,-2209.96
56,104,2995.35,-6189.3,1135.67,-2184.54
57,104,2907.75,-6008.1,1130.47,-2159.63
58,104,2820.08,-5826.36,1125.42,-2135.26
59,104,2732.36,-5644.15,1120.53,-2111.45
60,104,2644.62,-5461.55,1115.82,-2088.22
61,104,2556.87,-5278.62,1111.28,-2065.59
62,104,2469.12,-5095.41,1106.92,-2043.59
63,104,2381.38,-4911.99,1102.75,-2022.22
64,104,2293.67,-4728.41,1098.76,-2001.51
65,104,2205.99,-4544.73,1094.97,-1981.46
66,104,2118.35,-4360.98,1091.38,-1962.1
67,104,2030.74,-4177.22,1087.99,-1943.43
68,104,1943.16,-3993.48,1084.81,-1925.45
69,104,1855.62,-3809.8,1081.83,-1908.19
70,104,1768.1,-3626.22,1079.07,-1891.65
71,104,1680.6,-3442.77,1076.51,-1875.84
72,104,1593.11,-3259.46,1074.17,-1860.76
73,104,1505.62,-3076.34,1072.05,-1846.41
74,104,1418.11,-2893.41,1070.15,-1832.81
75,104,1330.57,-2710.69,1068.47,-1819.95
76,104,1242.98,-2528.21,1067.01,-1807.83
77,104,1155.33,-2345.96,1065.77,-1796.47
78,104,1067.59,-2163.97,1064.76,-1785.86
79,104,979.751,-1982.24,1063.97,-1776
80,104,891.784,-1800.76,1063.41,-1766.9
81,104,803.67,-1619.55,1063.08,-1758.55
82,104,715.386,-1438.61,1062.98,-1750.95
83,104,626.907,-1257.93,1063.11,-1744.11
84,104,538.209,-1077.5,1063.48,-1738.03
85,104,449.267,-897.327,1064.07,-1732.69
86,104,360.055,-717.401,1064.91,-1728.12
87,104,270.549,-537.714,1065.98,-1724.29
88,104,180.722,-358.257,1067.29,-1721.22
89,104,90.5473,-179.023,1068.84,-1718.9
90,104,6.71468e-15,2.81062e-13,1070.63,-1717.33
-90,105,4.28957e-13,6.54534e-13,403.164,-1420.97
-89,105,97.6217,-179.671,401.852,-1421.87
-88,105,194.861,-359.559,401.084,-1423.67
-87,105,291.737,-539.663,400.856,-1426.38
-86,105,388.268,-719.98,401.164,-1429.98
-85,105,484.471,-900.509,402.006,-1434.49
-84,105,580.367,-1081.25,403.378,-1439.9
-83,105,675.971,-1262.19,405.274,-1446.22
-82,105,771.303,-1443.33,407.691,-1453.45
-81,105,866.38,-1624.66,410.623,-1461.58
-80,105,961.217,-1806.18,414.066,-1470.61
-79,105,1055.83,-1987.88,418.013,-1480.55
-78,105,1150.24,-2169.75,422.46,-1491.39
-77,105,1244.45,-2351.76,427.399,-1503.12
-76,105,1338.49,-2533.92,432.825,-1515.76
-75,105,1432.36,-2716.21,438.731,-1529.29
-74,105,1526.07,-2898.6,445.11,-1543.71
-73,105,1619.63,-3081.08,451.954,-1559.02
-72,105,1713.06,-3263.62,459.257,-1575.21
-71,105,1806.35,-3446.2,467.01,-1592.28
-70,105,1899.52,-3628.8,475.206,-1610.21
-69,105,1992.57,-3811.38,483.835,-1629.01
-68,105,2085.5,-3993.91,492.891,-1648.66
-67,105,2178.3,-4176.36,502.363,-1669.16
-66,105,2270.98,-4358.68,512.243,-1690.49
-65,105,2363.53,-4540.85,522.521,-1712.65
-64,105,2455.94,-4722.81,533.188,-1735.62
-63,105,2548.21,-4904.53,544.234,-1759.38
-62,105,2640.31,-5085.96,555.649,-1783.93
-61,105,2732.25,-5267.03,567.422,-1809.25
-60,105,2823.99,-5447.71,579.544,-1835.32
-59,105,2915.52,-5627.94,592.003,-1862.12
-58,105,3006.82,-5807.66,604.788,-1889.64
-57,105,3097.86,-5986.8,617.888,-1917.85
-56,105,3188.61,-6165.31,631.291,-1946.73
-55,105,3279.04,-6343.11,644.985,-1976.26
-54,105,3369.12,-6520.15,658.959,-2006.41
-53,105,3458.82,-6696.34,673.201,-2037.16
-52,105,3548.08,-6871.62,687.696,-2068.47
-51,105,3636.88,-7045.92,702.433,-2100.33
-50,105,3725.17,-7219.14,717.399,-2132.7
-49,105,3812.91,-7391.22,732.58,-2165.54
-48,105,3900.04,-7562.07,747.962,-2198.84
-47,105,3986.51,-7731.6,763.532,-2232.54
-46,105,4072.28,-7899.74,779.275,-2266.62
-45,105,4157.28,-8066.38,795.176,-2301.03
-44,105,4241.47,-8231.45,811.221,-2335.75
-43,105,4324.78,-8394.85,827.395,-2370.74
-42,105,4407.16,-8556.49,843.682,-2405.94
-41,105,4488.55,-8716.27,860.068,-2441.33
-40,105,4568.88,-8874.1,876.535,-2476.85
-39,105,4648.1,-9029.87,893.067,-2512.48
-38,105,4726.14,-9183.49,909.649,-2548.15
-37,105,4802.94,-9334.87,926.264,-2583.83
-36,105,4878.44,-9483.89,942.895,-2619.48
-35,105,4952.58,-9630.46,959.524,-2655.04
-34,105,5025.28,-9774.48,976.135,-2690.47
-33,105,5096.5,-9915.84,992.71,-2725.72
-32,105,5166.17,-10054.4,1009.23,-2760.75
-31,105,5234.22,-10190.2,1025.68,-2795.5
-30,105,5300.6,-10323,1042.04,-2829.94
-29,105,5365.25,-10452.7,1058.3,-2864.01
-28,105,5428.11,-10579.2,1074.43,-2897.66
-27,105,5489.12,-10702.5,1090.42,-2930.86
-26,105,5548.23,-10822.4,1106.24,-2963.54
-25,105,5605.38,-10938.8,1121.89,-2995.66
-24,105,5660.53,-11051.6,1137.34,-3027.18
-23,105,5713.63,-11160.8,1152.58,-3058.05
-22,105,5764.62,-11266.2,1167.59,-3088.23
-21,105,5813.45,-11367.8,1182.35,-3117.66
-20,105,5860.1,-11465.4,1196.85,-3146.31
-19,105,5904.5,-11558.9,1211.06,-3174.14
-18,105,5946.63,-11648.3,1224.98,-3201.1
-17,105,5986.45,-11733.6,1238.58,-3227.15
-16,105,6023.92,-11814.5,1251.85,-3252.25
-15,105,6059.01,-11891,1264.78,-3276.37
-14,105,6091.69,-11963.1,1277.34,-3299.46
-13,105,6121.92,-12030.7,1289.53,-3321.5
-12,105,6149.7,-12093.6,1301.34,-3342.44
-11,105,6174.98,-12152,1312.74,-3362.27
-10,105,6197.76,-12205.6,1323.74,-3380.94
-9,105,6218,-12254.4,1334.3,-3398.43
-8,105,6235.71,-12298.4,1344.44,-3414.71
-7,105,6250.85,-12337.5,1354.12,-3429.76
-6,105,6263.43,-12371.7,1363.35,-3443.56
-5,105,6273.43,-12401,1372.12,-3456.08
-4,105,6280.85,-12425.2,1380.42,-3467.31
-3,105,6285.68,-12444.5,1388.24,-3477.23
-2,105,6287.91,-12458.7,1395.57,-3485.82
-1,105,6287.56,-12467.8,1402.41,-3493.09
0,105,6284.62,-12471.9,1408.76,-3499.01
1,105,6279.1,-12470.8,1414.61,-3503.58
2,105,6271,-12464.7,1419.96,-3506.79
3,105,6260.34,-12453.5,1424.81,-3508.64
4,105,6247.13,-12437.2,1429.16,-3509.14
5,105,6231.37,-12415.9,1433.01,-3508.28
6,105,6213.09,-12389.5,1436.36,-3506.07
7,105,6192.31,-12358,1439.21,-3502.52
8,105,6169.05,-12321.6,1441.56,-3497.63
9,105,6143.32,-12280.2,1443.42,-3491.41
10,105,6115.16,-12233.9,1444.81,-3483.89
11,105,6084.59,-12182.7,1445.71,-3475.07
12,105,6051.64,-12126.6,1446.14,-3464.98
13,105,6016.34,-12065.8,1446.1,-3453.64
14,105,5978.74,-12000.3,1445.61,-3441.06
15,105,5938.85,-11930,1444.68,-3427.28
16,105,5896.73,-11855.2,1443.31,-3412.32
17,105,5852.41,-11775.9,1441.52,-3396.2
18,105,5805.93,-11692,1439.32,-3378.97
19,105,5757.34,-11603.9,1436.72,-3360.66
20,105,5706.69,-11511.4,1433.73,-3341.29
21,105,5654.02,-11414.7,1430.38,-3320.91
22,105,5599.37,-11313.8,1426.66,-3299.55
23,105,5542.82,-11209,1422.61,-3277.25
24,105,5484.39,-11100.2,1418.23,-3254.06
25,105,5424.16,-10987.5,1413.54,-3230.01
26,105,5362.18,-10871.1,1408.55,-3205.15
27,105,5298.5,-10751,1403.29,-3179.53
28,105,5233.18,-10627.4,1397.77,-3153.19
29,105,5166.29,-10500.4,1392.01,-3126.18
30,105,5097.88,-10370,1386.03,-3098.55
31,105,5028.01,-10236.4,1379.83,-3070.34
32,105,4956.75,-10099.7,1373.45,-3041.6
33,105,4884.16,-9959.95,1366.9,-3012.38
34,105,4810.3,-9817.31,1360.19,-2982.74
35,105,4735.24,-9671.88,1353.35,-2952.72
36,105,4659.04,-9523.77,1346.38,-2922.37
37,105,4581.76,-9373.08,1339.32,-2891.75
38,105,4503.46,-9219.94,1332.17,-2860.89
39,105,4424.21,-9064.45,1324.96,-2829.86
40,105,4344.07,-8906.71,1317.7,-2798.7
41,105,4263.1,-8746.85,1310.4,-2767.46
42,105,4181.35,-8584.96,1303.09,-2736.18
43,105,4098.9,-8421.16,1295.77,-2704.92
44,105,4015.79,-8255.54,1288.47,-2673.72
45,105,3932.08,-8088.22,1281.19,-2642.62
46,105,3847.82,-7919.3,1273.96,-2611.67
47,105,3763.07,-7748.87,1266.78,-2580.92
48,105,3677.88,-7577.05,1259.68,-2550.39
49,105,3592.3,-7403.92,1252.65,-2520.15
50,105,3506.36,-7229.57,1245.72,-2490.22
51,105,3420.12,-7054.12,1238.9,-2460.64
52,105,3333.61,-6877.63,1232.19,-2431.44
53,105,3246.88,-6700.21,1225.61,-2402.67
54,105,3159.96,-6521.94,1219.17,-2374.36
55,105,3072.89,-6342.9,1212.88,-2346.53
56,105,2985.69,-6163.16,1206.74,-2319.22
57,105,2898.39,-5982.82,1200.77,-2292.45
58,105,2811.02,-5801.93,1194.98,-2266.26
59,105,2723.6,-5620.58,1189.36,-2240.66
60,105,2636.15,-5438.83,1183.93,-2215.68
61,105,2548.69,-5256.73,1178.7,-2191.34
62,105,2461.23,-5074.37,1173.67,-2167.67
63,105,2373.79,-4891.78,1168.84,-2144.68
64,105,2286.37,-4709.03,1164.22,-2122.38
65,105,2198.97,-4526.17,1159.83,-2100.8
66,105,2111.61,-4343.24,1155.65,-2079.94
67,105,2024.29,-4160.28,1151.69,-2059.83
68,105,1936.99,-3977.35,1147.97,-2040.46
69,105,1849.73,-3794.47,1144.48,-2021.86
70,105,1762.49,-3611.68,1141.22,-2004.03
71,105,1675.27,-3429,1138.2,-1986.98
72,105,1588.06,-3246.47,1135.42,-1970.71
73,105,1500.84,-3064.12,1132.89,-1955.24
74,105,1413.61,-2881.95,1130.6,-1940.57
75,105,1326.35,-2699.99,1128.56,-1926.69
76,105,1239.04,-2518.25,1126.77,-1913.62
77,105,1151.66,-2336.75,1125.23,-1901.37
78,105,1064.2,-2155.5,1123.94,-1889.92
79,105,976.64,-1974.49,1122.91,-1879.28
80,105,888.952,-1793.74,1122.13,-1869.46
